adult,movie_id,original_language,popularity,revenue,runtime,status,title,vote_average,vote_count,genre,lang,company_name,movie_country,release_year
False,258480,en,45.453,40272135,118,Released,Carol,7.5,3719,Romance,English,Killer Films,US,2015
False,966576,en,45.451,107398,88,Released,The Quest for Tom Sawyer's Gold,5.821,14,Adventure,English,Ace Entertainment Films,US,2023
False,1893,en,45.451,924317558,136,Released,Star Wars: Episode I - The Phantom Menace,6.557,14736,Adventure,English,Lucasfilm Ltd.,US,1999
False,307081,en,45.418,91709827,123,Released,Southpaw,7.362,5475,Action,English,Fuqua Films,US,2015
False,605,en,45.356,424988211,129,Released,The Matrix Revolutions,6.7,9980,Adventure,English,Village Roadshow Pictures,US,2003
False,54138,en,45.355,467381584,132,Released,Star Trek Into Darkness,7.3,9136,Action,English,Bad Robot,US,2013
False,978592,en,45.35,0,112,Released,Sleeping Dogs,7.039,342,Mystery,English,Nickel City Pictures,AU,2024
False,14411,en,45.333,80767884,90,Released,Sinbad: Legend of the Seven Seas,6.973,2056,Family,English,DreamWorks Animation,US,2003
False,13811,en,45.315,155446362,121,Released,Knowing,6.215,5347,Action,English,Summit Entertainment,US,2009
False,268,en,45.311,411348924,126,Released,Batman,7.232,7919,Fantasy,English,Warner Bros. Pictures,US,1989
False,537996,en,45.308,0,132,Released,The Ballad of Buster Scruggs,7.1,4048,Western,English,Mike Zoss Productions,US,2018
False,222935,en,45.305,307166834,133,Released,The Fault in Our Stars,7.598,11170,Romance,English,TSG Entertainment,US,2014
False,10112,en,45.272,191000000,78,Released,The Aristocats,7.289,5033,Animation,English,Walt Disney Productions,US,1970
False,200727,en,45.263,4439431,102,Released,"Love, Rosie",7.825,6236,Romance,English,Constantin Film,GB,2014
False,1192209,pt,45.245,2162345,96,Released,Noah's Ark,6.8,91,Animation,English,Gullane Entretenimento,BR,2024
False,228165,en,45.237,311594032,93,Released,The SpongeBob Movie: Sponge Out of Water,6.1,2360,Family,English,Paramount Animation,US,2015
False,324852,en,45.234,1034800131,90,Released,Despicable Me 3,6.5,7205,Action,English,Illumination,US,2017
False,984249,en,45.212,0,93,Released,Ruthless,6.6,103,Action,English,Premiere Entertainment Group,US,2023
False,1061181,ja,45.202,0,129,Released,Kingdom III: The Flame of Destiny,7.483,121,Action,Japanese,TOHO,JP,2023
False,11770,cn,45.198,42776760,113,Released,Shaolin Soccer,7.13,2270,Action,Cantonese,Star Overseas,HK,2001
False,705996,ko,45.195,16914773,138,Released,Decision to Leave,7.343,1223,Thriller,Mandarin,Moho Film,KR,2022
False,41513,en,45.191,563749323,103,Released,The Smurfs,5.767,3767,Animation,English,Columbia Pictures,US,2011
False,781732,hi,45.187,108300000,201,Released,Animal,6.3,116,Action,Hindi,T-Series,IN,2023
False,11683,en,45.185,47074133,93,Released,Land of the Dead,6.183,1592,Horror,English,Romero-Grunwald Productions,CA,2005
False,1159477,en,45.171,0,103,Released,The King Tide,6.8,65,Thriller,English,Woods Entertainment,CA,2024
False,158015,en,45.164,91266581,86,Released,The Purge,6.3,8414,Science Fiction,English,Universal Pictures,FR,2013
False,142,en,45.16,178043761,134,Released,Brokeback Mountain,7.8,7023,Drama,English,Focus Features,US,2005
False,1280768,en,45.115,0,81,Released,No Time to Spy: A Loud House Movie,7.0,41,Animation,English,Nickelodeon Animation Studio,US,2024
False,23827,en,45.105,193355800,86,Released,Paranormal Activity,6.008,5054,Horror,English,Blumhouse Productions,US,2007
False,79443,en,45.103,0,22,Released,The Smurfs: A Christmas Carol,6.7,259,Animation,English,Sony Pictures Animation,US,2011
False,1581,en,45.06,194168700,136,Released,The Holiday,7.1,5193,Comedy,English,Columbia Pictures,US,2006
False,9792,en,45.04,69623713,107,Released,The Hills Have Eyes,6.4,3022,Horror,English,Fox Searchlight Pictures,US,2006
False,5559,en,44.996,287594577,91,Released,Bee Movie,6.0,4880,Family,English,Columbus 81 Productions,US,2007
False,709,en,44.986,156167015,133,Released,Licence to Kill,6.406,1936,Adventure,English,EON Productions,GB,1989
False,267935,en,44.975,195243411,117,Released,The BFG,6.3,3382,Adventure,English,Walt Disney Pictures,US,2016
False,425909,en,44.971,204334455,124,Released,Ghostbusters: Afterlife,7.361,4681,Fantasy,English,Columbia Pictures,US,2021
False,165,en,44.958,332000000,108,Released,Back to the Future Part II,7.8,12880,Adventure,English,Universal Pictures,US,1989
False,407375,en,44.948,0,100,Released,Sniper: Ghost Shooter,6.322,250,Action,English,UFO International Productions,US,2016
False,399361,en,44.945,0,125,Released,Triple Frontier,6.315,3230,Action,English,Atlas Entertainment,US,2019
False,10543,en,44.938,0,97,Released,Fear,6.4,842,Thriller,English,Universal Pictures,US,1996
False,277,en,44.93,95708457,122,Released,Underworld,6.832,6151,Fantasy,English,Screen Gems,US,2003
False,9373,en,44.883,107967319,98,Released,The Texas Chainsaw Massacre,6.279,2652,Horror,English,Next Entertainment,US,2003
False,10895,en,44.866,164000000,88,Released,Pinocchio,7.1,5866,Animation,English,Walt Disney Productions,US,1940
False,927107,en,44.844,899683,110,Released,The Bricklayer,5.851,299,Action,English,Eclectic Pictures,US,2023
False,65754,en,44.844,232617430,158,Released,The Girl with the Dragon Tattoo,7.377,7017,Thriller,English,Columbia Pictures,US,2011
False,8277,en,44.826,18610260,89,Released,American Pie Presents: Beta House,5.7,1897,Comedy,English,Rogue Pictures,US,2007
False,646380,en,44.806,791863,138,Released,Don't Look Up,7.08,8354,Comedy,English,Hyperobject Industries,US,2021
False,76163,en,44.783,314975955,103,Released,The Expendables 2,6.348,6748,Action,English,Nu Image,US,2012
False,63,en,44.782,168841459,129,Released,Twelve Monkeys,7.6,8414,Science Fiction,English,Universal Pictures,US,1995
False,11635,en,44.761,87100000,92,Released,Old School,6.6,1868,Comedy,English,The Montecito Picture Company,US,2003
False,51736,en,44.734,0,83,Released,Bloomington,6.7,154,Romance,English,Frontier Studios,US,2010
False,381289,en,44.728,205000000,100,Released,A Dog's Purpose,7.634,3343,Adventure,English,Amblin Entertainment,US,2017
False,387848,ko,44.678,0,101,Released,Buddy's Mom,5.0,8,Drama,Korean,Milk Pictures,KR,2015
False,73,en,44.671,23900000,119,Released,American History X,8.3,11667,Drama,English,New Line Cinema,US,1998
False,760883,de,44.667,0,123,Released,Blood Red Sky,6.855,1560,Horror,Arabic,Rat Pack Filmproduktion,DE,2021
False,76,en,44.662,5987386,101,Released,Before Sunrise,8.0,4187,Drama,English,Castle Rock Entertainment,US,1995
False,755812,fr,44.658,0,61,Released,"Miraculous World: New York, United HeroeZ",8.083,1099,Animation,French,Zagtoon,FR,2020
False,948,en,44.637,70260597,91,Released,Halloween,7.6,5662,Horror,English,Compass International Pictures,US,1978
False,324544,en,44.625,0,101,Post Production,In the Lost Lands,0.0,0,Fantasy,German,Constantin Film,DE,2025
False,39323,ja,44.62,0,48,Released,Dragon Ball Z: Bardock - The Father of Goku,7.545,703,Animation,Japanese,Bird Studios,JP,1990
False,374772,ja,44.596,0,25,Released,Isuca: Gokuraku,0.0,0,Comedy,Japanese,ARMS,JP,2015
False,75258,en,44.586,0,75,Released,Secret of the Wings,7.2,1279,Animation,English,DisneyToon Studios,US,2012
False,1370,en,44.565,189015611,102,Released,Rambo III,6.2,3190,Action,English,TriStar Pictures,US,1988
False,136799,en,44.521,347337803,92,Released,Trolls,6.6,3599,Family,English,DreamWorks Animation,US,2016
False,602063,ja,44.503,33457923,138,Released,Rurouni Kenshin: The Final,7.7,478,Action,Japanese,Warner Bros. Japan,JP,2021
False,842675,zh,44.491,604400000,173,Released,The Wandering Earth II,7.261,585,Science Fiction,Russian,China Film Group Corporation,CN,2023
False,2758,en,44.489,48919043,94,Released,Addams Family Values,6.953,3025,Comedy,English,Scott Rudin Productions,US,1993
False,1155828,en,44.477,3401789,107,Released,Sing Sing,7.5,62,Drama,English,Black Bear Pictures,US,2024
False,1885,en,44.458,130442786,126,Released,The Karate Kid,7.189,4226,Action,English,Columbia Pictures,US,1984
False,59436,en,44.453,151119219,94,Released,Midnight in Paris,7.526,7307,Fantasy,English,Pontchartrain Productions,US,2011
False,401981,en,44.448,151572634,140,Released,Red Sparrow,6.533,6003,Thriller,English,Chernin Entertainment,US,2018
False,87,en,44.444,333000000,118,Released,Indiana Jones and the Temple of Doom,7.3,9332,Adventure,Mandarin,Paramount Pictures,US,1984
False,11212,en,44.436,16671505,99,Released,Baby's Day Out,6.4,1331,Comedy,English,20th Century Fox,US,1994
False,1275945,sv,44.422,0,97,Released,Avicii - I'm Tim,8.3,71,Documentary,Swedish,Candamo Film,SE,2024
False,299687,en,44.419,109906372,112,Released,The 5th Wave,5.944,5753,Science Fiction,English,LStar Capital,US,2016
False,18360,en,44.407,413106170,105,Released,Night at the Museum: Battle of the Smithsonian,6.143,6883,Adventure,English,21 Laps Entertainment,CA,2009
False,1635,en,44.399,162949164,136,Released,The Island,6.674,5400,Action,English,DreamWorks Pictures,US,2005
False,912908,en,44.395,32000000,93,Released,Strays,7.257,837,Comedy,English,Universal Pictures,US,2023
False,9928,en,44.392,262511490,90,Released,Robots,6.459,4580,Animation,English,Blue Sky Studios,US,2005
False,881,en,44.372,243240178,138,Released,A Few Good Men,7.5,3666,Drama,English,David Brown Productions,US,1992
False,853,en,44.363,96976270,131,Released,Enemy at the Gates,7.418,3637,Drama,German,Paramount Pictures,US,2001
False,73454,en,44.34,0,90,Released,X,6.476,290,Action,English,Rough Beast,AU,2011
False,642885,en,44.334,0,107,Released,Hocus Pocus 2,7.216,1686,Fantasy,English,Walt Disney Pictures,US,2022
False,44912,en,44.33,219851172,114,Released,Green Lantern,5.173,7256,Adventure,English,DC Entertainment,US,2011
False,10567,en,44.323,354248063,82,Released,Dinosaur,6.546,2546,Animation,English,Walt Disney Pictures,US,2000
False,109451,en,44.263,248384621,95,Released,Cloudy with a Chance of Meatballs 2,6.429,3212,Animation,English,Columbia Pictures,US,2013
False,14,en,44.255,356296601,122,Released,American Beauty,8.0,12128,Drama,English,DreamWorks Pictures,US,1999
False,511987,en,44.253,91500000,87,Released,Crawl,6.3,3120,Horror,English,Raimi Productions,CA,2019
False,1223153,pl,44.25,0,84,Released,Silent Trees,6.0,1,Documentary,Kurdish,HBO Max,PL,2024
False,454640,en,44.247,137792047,97,Released,The Angry Birds Movie 2,7.071,1718,Animation,English,Rovio Animation,US,2019
False,239678,en,44.238,41300000,103,Released,This Is Where I Leave You,6.617,1345,Drama,English,Spring Creek Pictures,US,2014
False,15092,en,44.231,34600000,96,Released,Crank: High Voltage,6.071,2855,Action,English,Lionsgate,US,2009
False,818397,en,44.227,13900000,114,Released,Memory,6.785,1520,Action,English,Black Bear Pictures,US,2022
False,1156196,fa,44.213,0,92,Released,Hollywoodgate,9.0,2,Documentary,Arabic,RaeFilm Studios,DE,2024
False,938008,ko,44.209,595112,95,Released,The Killer,7.702,374,Action,Korean,M-Line Distribution,KR,2022
False,293863,en,44.208,65663276,112,Released,The Age of Adaline,7.481,6688,Romance,English,Lakeshore Entertainment,US,2015
False,363088,en,44.197,622674139,119,Released,Ant-Man and the Wasp,6.9,13386,Action,English,Marvel Studios,US,2018
False,320288,en,44.141,252442974,114,Released,Dark Phoenix,5.974,6579,Science Fiction,English,Genre Films,US,2019
False,57165,en,44.113,301970083,99,Released,Wrath of the Titans,5.741,4221,Fantasy,English,Thunder Road,US,2012
False,9702,en,44.111,4500000,180,Released,Bound by Honor,8.135,1355,Crime,English,Hollywood Pictures,US,1993
False,1145758,en,44.1,0,87,Released,Birder,3.2,4,Thriller,English,Murgen Croaker Productions,US,2023
False,357096,en,44.095,144420,91,Released,I Spit on Your Grave III: Vengeance Is Mine,5.757,960,Horror,English,CineTel Films,US,2015
False,94329,id,44.095,9148519,101,Released,The Raid,7.4,3474,Action,Indonesian,Celluloid Dreams,ID,2012
False,8367,en,44.095,390493908,143,Released,Robin Hood: Prince of Thieves,6.9,3288,Action,Arabic,Morgan Creek Entertainment,US,1991
False,185,en,44.072,27033812,137,Released,A Clockwork Orange,8.19,12954,Science Fiction,English,Warner Bros. Pictures,US,1971
False,1250,en,44.054,228738393,114,Released,Ghost Rider,5.579,5970,Thriller,English,Crystal Sky Pictures,US,2007
False,50544,en,44.032,149500000,110,Released,Friends with Benefits,6.656,7961,Romance,English,Castle Rock Entertainment,US,2011
False,41630,en,44.018,149200000,107,Released,No Strings Attached,6.295,4707,Comedy,English,Katalyst Films,US,2011
False,392044,en,43.994,352800000,114,Released,Murder on the Orient Express,6.704,9985,Mystery,English,The Mark Gordon Company,US,2017
False,1139106,en,43.99,0,80,Released,We Are Zombies,5.8,68,Horror,English,Humanoids,CA,2024
False,559969,en,43.987,0,123,Released,El Camino: A Breaking Bad Movie,6.962,4947,Crime,English,Sony Pictures Television,US,2019
False,1017633,en,43.969,0,101,Released,How to Date Billy Walsh,6.4,153,Romance,English,Future Artists Entertainment,GB,2024
False,249070,en,43.954,81967450,96,Released,Hitman: Agent 47,5.9,3071,Action,English,Daybreak Productions,US,2015
False,483,en,43.929,14569027,125,Released,Wild at Heart,7.025,1651,Crime,English,PolyGram Filmed Entertainment,US,1990
False,804150,en,43.898,88314672,95,Released,Cocaine Bear,6.0,2102,Thriller,English,Universal Pictures,US,2023
False,1174481,ca,43.872,0,110,Released,The 47,7.4,57,Crime,Catalan,ICEC,ES,2024
False,55301,en,43.854,342695435,87,Released,Alvin and the Chipmunks: Chipwrecked,5.7,2186,Comedy,English,Fox 2000 Pictures,US,2011
False,1030076,es,43.823,14668098,99,Released,Padre no hay más que uno 4: Campanas de boda,6.935,77,Family,Spanish,Bowfinger,ES,2024
False,10386,en,43.823,23300000,86,Released,The Iron Giant,7.949,5650,Family,English,Warner Bros. Feature Animation,US,1999
False,302699,en,43.794,216972543,107,Released,Central Intelligence,6.4,5955,Action,English,New Line Cinema,US,2016
False,375846,en,43.745,0,85,Released,Bad Sister,6.6,230,Thriller,English,Johnson Production Group,CA,2015
False,1411287,en,43.738,0,91,Released,Sons of Ecstasy,6.8,7,Documentary,German,Talos Films,US,2025
False,11932,en,43.719,50671850,89,Released,Bride of Chucky,6.1,1939,Comedy,English,Universal Pictures,US,1998
False,9408,en,43.711,149000000,85,Released,Surf's Up,6.5,2514,Animation,English,Columbia Pictures,US,2007
False,223702,en,43.669,140705322,89,Released,Sausage Party,5.747,7313,Adventure,English,Columbia Pictures,US,2016
False,1184495,en,43.659,0,115,Released,Joy,6.877,106,Drama,English,Wildgaze Films,GB,2024
False,87428,en,43.636,58100000,116,Released,That's My Boy,5.823,1973,Comedy,English,Relativity Media,US,2012
False,1955,en,43.607,26000000,124,Released,The Elephant Man,8.0,3533,Drama,English,Brooksfilms,US,1980
False,433808,en,43.595,1786396,94,Released,The Ritual,6.256,3029,Horror,English,Entertainment One,GB,2017
False,1245708,en,43.578,0,103,Released,Crescent City,6.1,56,Crime,English,Beno Films,US,2024
False,9741,en,43.573,248118121,106,Released,Unbreakable,7.143,9325,Thriller,English,Barry Mendel Productions,US,2000
False,406997,en,43.566,315025930,113,Released,Wonder,8.1,7899,Drama,English,Lionsgate,US,2017
False,1166073,zh,43.558,0,109,Released,Breaking and Re-entering,6.2,68,Action,Mandarin,MandarinVision,TW,2024
False,64682,en,43.521,351040419,143,Released,The Great Gatsby,7.366,12294,Drama,English,Warner Bros. Pictures,US,2013
False,75612,en,43.502,286168572,124,Released,Oblivion,6.651,10746,Action,English,Universal Pictures,US,2013
False,2322,en,43.472,105232691,126,Released,Sneakers,6.9,910,Comedy,Mandarin,Universal Pictures,US,1992
False,1125311,en,43.464,43787034,104,Released,Imaginary,6.0,535,Horror,English,Blumhouse Productions,US,2024
False,338952,en,43.452,654900000,134,Released,Fantastic Beasts: The Crimes of Grindelwald,6.851,10881,Fantasy,English,Warner Bros. Pictures,US,2018
False,9358,en,43.405,90941129,90,Released,Final Destination 2,6.2,4091,Horror,English,New Line Cinema,US,2003
False,9738,en,43.366,333535934,106,Released,Fantastic Four,5.8,9359,Action,English,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG,US,2005
False,473033,en,43.364,50023780,136,Released,Uncut Gems,7.154,4793,Drama,English,A24,US,2019
False,11153,en,43.346,61418063,99,Released,National Lampoon's Vacation,7.109,1550,Comedy,English,Warner Bros. Pictures,US,1983
False,1830,en,43.332,72600000,122,Released,Lord of War,7.328,4824,Crime,Arabic,Endgame Entertainment,DE,2005
False,998846,en,43.303,51001975,122,Released,Back to Black,6.705,521,Music,English,Monumental Pictures,GB,2024
False,1143407,hi,43.297,0,150,Released,Sky Force,6.5,2,Action,English,Maddock Films,IN,2025
False,420808,en,43.285,0,106,Released,Peter Pan & Wendy,5.486,684,Family,English,Walt Disney Pictures,US,2023
False,102783,fr,43.283,0,86,Released,The 15 Year Old Girl,5.4,14,Drama,French,Sofimage,FR,1989
False,760161,en,43.281,9572765,99,Released,Orphan: First Kill,6.6,2132,Horror,English,Dark Castle Entertainment,CA,2022
False,891699,en,43.252,0,104,Released,Silent Night,6.2,776,Action,No Language,Thunder Road,US,2023
False,2057,en,43.227,35402320,118,Released,Original Sin,6.1,820,Thriller,English,Epsilon Motion Pictures,US,2001
False,856,en,43.225,329800000,104,Released,Who Framed Roger Rabbit,7.5,5739,Fantasy,English,Amblin Entertainment,US,1988
False,1020896,no,43.203,105046,98,Released,Handling the Undead,6.0,127,Horror,Norwegian,Einar Film,NO,2024
False,11249,en,43.175,24829644,88,Released,Seed of Chucky,5.5,1620,Comedy,Japanese,David Kirschner Productions,US,2004
False,34433,ja,43.144,21658982,70,Released,Dragon Ball Z: Broly – The Legendary Super Saiyan,7.2,914,Animation,Japanese,Toei Company,JP,1993
False,984105,en,43.135,0,88,Released,The Mummy Resurrection,6.3,58,Horror,English,Creativ Studios,GB,2023
False,5548,en,43.096,53424681,102,Released,RoboCop,7.335,5170,Action,English,Orion Pictures,US,1987
False,297802,en,43.092,1152028393,143,Released,Aquaman,6.9,14154,Action,English,Warner Bros. Pictures,US,2018
False,14926,en,43.088,44600000,92,Released,Uptown Girls,6.8,903,Comedy,English,GreeneStreet Films,US,2003
False,75174,en,43.002,77278331,117,Released,The Grey,6.566,3839,Drama,English,Open Road Films,US,2012
False,27582,en,43.002,51070807,93,Released,The Mechanic,6.524,3274,Action,English,CBS Films,US,2011
False,287947,en,42.988,367799011,132,Released,Shazam!,7.0,9592,Action,English,New Line Cinema,US,2019
False,21208,en,42.973,77912251,122,Released,Orphan,6.995,5271,Horror,English,Dark Castle Entertainment,US,2009
False,554600,hi,42.927,0,138,Released,Uri: The Surgical Strike,7.0,430,Action,Hindi,RSVP Movies,IN,2019
False,9335,en,42.926,89100000,87,Released,Transporter 2,6.314,3633,Action,English,EuropaCorp,FR,2005
False,262504,en,42.919,179246868,120,Released,Allegiant,6.1,6635,Adventure,English,Mandeville Films,CA,2016
False,269955,ko,42.918,0,132,Released,Obsessed,6.7,70,Drama,Korean,Next Entertainment World,KR,2014
False,169,en,42.883,57120318,108,Released,Predator 2,6.283,3354,Science Fiction,English,Davis Entertainment,US,1990
False,433,en,42.865,103100000,139,Released,Mary Poppins,7.563,4700,Comedy,English,Walt Disney Productions,US,1964
False,11397,en,42.86,66468332,89,Released,Not Another Teen Movie,5.797,2083,Comedy,English,Neal H. Moritz Productions,US,2001
False,395834,en,42.858,44998252,107,Released,Wind River,7.4,5259,Crime,English,Savvy Media Holdings,US,2017
False,267860,en,42.855,205754447,99,Released,London Has Fallen,6.2,4737,Action,English,Millennium Media,US,2016
False,8273,en,42.851,231449203,103,Released,American Wedding,6.216,4098,Comedy,English,Loumolo & Co.,US,2003
False,9387,en,42.838,73951475,129,Released,Conan the Barbarian,6.8,2526,Adventure,English,Universal Pictures,US,1982
False,88,en,42.774,214577242,100,Released,Dirty Dancing,7.33,6151,Drama,English,Great American Films Limited Partnership,US,1987
False,32579,es,42.766,23311391,106,Released,Under the Same Moon,7.741,261,Drama,Spanish,Creando Films,MX,2007
False,1892,en,42.75,572700000,132,Released,Return of the Jedi,7.9,15800,Adventure,English,Lucasfilm Ltd.,US,1983
False,227159,en,42.709,107645357,108,Released,Horrible Bosses 2,6.182,4143,Comedy,English,New Line Cinema,US,2014
False,4513,en,42.668,75505973,113,Released,30 Days of Night,6.4,2797,Horror,English,HorrorFlix,US,2007
False,3049,en,42.644,107217396,86,Released,Ace Ventura: Pet Detective,6.566,5841,Comedy,English,Morgan Creek Entertainment,US,1994
False,524,en,42.631,116112375,179,Released,Casino,8.003,5891,Crime,English,Universal Pictures,US,1995
False,1075989,hu,42.624,0,151,Released,Explanation for Everything,7.1,18,Drama,Hungarian,Proton Cinema,HU,2023
False,769749,en,42.62,3300000,119,Released,Finding You,6.9,196,Romance,English,Roadside Attractions,US,2021
False,252,en,42.609,4000000,99,Released,Willy Wonka & the Chocolate Factory,7.5,3629,Family,French,Wolper Pictures,US,1971
False,12405,en,42.567,378400000,120,Released,Slumdog Millionaire,7.732,10622,Drama,French,Celador Films,GB,2008
False,9637,en,42.562,275650703,86,Released,Scooby-Doo,6.091,4457,Mystery,English,Mosaic Media Group,US,2002
False,760741,en,42.55,56000000,92,Released,Beast,6.6,1563,Thriller,English,RVK Studios,US,2022
False,479455,en,42.513,253890701,115,Released,Men in Black: International,5.908,4942,Comedy,French,Amblin Entertainment,US,2019
False,504949,en,42.51,0,140,Released,The King,7.155,3261,Drama,English,Plan B Entertainment,AU,2019
False,9286,en,42.477,118890272,93,Released,Final Destination 3,6.1,3892,Horror,English,New Line Cinema,US,2006
False,1268749,id,42.455,0,80,Released,Kromoleo: The Haunting,3.571,7,Horror,Indonesian,Imperial Pictures,ID,2024
False,399055,en,42.448,195300000,123,Released,The Shape of Water,7.244,12182,Drama,English,Double Dare You,US,2017
False,996154,en,42.443,0,93,Released,Black Lotus,6.6,161,Action,English,Capstone Pictures,NL,2023
False,64690,en,42.443,78100000,100,Released,Drive,7.581,12696,Drama,English,FilmDistrict,US,2011
False,811944,te,42.435,8800000,164,Released,Game Changer,4.7,3,Action,Telugu,Sri Venkateswara Creations,IN,2025
False,1933,en,42.41,210000000,104,Released,The Others,7.609,6571,Horror,English,Dimension Films,US,2001
False,576784,ru,42.406,0,100,Released,Upon the Magic Roads,6.819,257,Adventure,Italian,CTB Film Company,RU,2021
False,660,en,42.406,141200000,130,Released,Thunderball,6.659,2336,Adventure,English,EON Productions,GB,1965
False,364689,en,42.399,295038508,108,Released,Ferdinand,7.212,2865,Animation,English,Blue Sky Studios,US,2017
False,458220,en,42.398,0,110,Released,Palmer,8.126,1633,Drama,English,SK Global Entertainment,US,2021
False,6466,en,42.388,116643421,97,Released,Freddy vs. Jason,6.058,2609,Horror,English,Yannix Technology Corporation,US,2003
False,1169361,tr,42.372,0,110,Released,10 Days of a Curious Man,6.5,22,Thriller,Turkish,Ay Yapım,TR,2024
False,379149,en,42.329,145374099,113,Released,The Foreigner,7.0,2668,Action,Mandarin,Sparkle Roll Media,CN,2017
False,9353,en,42.32,99300000,92,Released,Nacho Libre,6.479,1654,Comedy,Spanish,Paramount Pictures,US,2006
False,17097,en,42.317,0,78,Released,After Sex,5.6,234,Comedy,English,Supino Pictures,US,2007
False,11012,en,42.278,31000000,111,Released,Damage,6.6,600,Drama,English,NEF,US,1992
False,70160,en,42.266,694394724,142,Released,The Hunger Games,7.2,22093,Science Fiction,English,Lionsgate,US,2012
False,9602,en,42.26,288752301,117,Released,Coming to America,6.9,4378,Comedy,English,Eddie Murphy Productions,US,1988
False,438478,fr,42.244,0,77,Released,Pornocracy: The New Sex Multinationals,6.9,51,Documentary,German,Magnéto Presse,FR,2017
False,9470,cn,42.228,102034104,99,Released,Kung Fu Hustle,7.458,2822,Action,Cantonese,Columbia Pictures Film Production Asia,HK,2004
False,864101,ru,42.209,0,110,Released,Mira,7.7,317,Science Fiction,Spanish,Mars Media Entertainment,RU,2022
False,573171,es,42.206,0,91,Released,Little Eggs: A Frozen Rescue,7.7,348,Animation,Spanish,Huevocartoon Producciones,MX,2022
False,1214314,en,42.197,0,102,Released,One More Shot,6.5,256,Action,English,Signature Films,GB,2024
False,976906,en,42.181,0,80,Released,Spitfire Over Berlin,5.5,57,War,English,Tin Hat Productions,US,2022
False,980816,en,42.173,0,127,Released,Miranda's Victim,7.0,34,Drama,English,Navesink River Productions,US,2023
False,142093,ko,42.171,0,98,Released,The Intimate,6.2,28,Romance,Korean,KiHweck ShiDae,KR,2005
False,1372,en,42.15,171700000,143,Released,Blood Diamond,7.5,7665,Drama,Afrikaans,Virtual Studios,US,2006
False,16871,en,42.127,90810892,99,Released,Drag Me to Hell,6.433,3726,Horror,English,Universal Pictures,US,2009
False,4564,en,42.123,418800000,146,Released,Sex and the City,6.6,2126,Comedy,English,Darren Star Productions,US,2008
False,602223,en,42.121,76994245,103,Released,The Forever Purge,6.9,2511,Action,English,Blumhouse Productions,US,2021
False,1291594,en,42.119,0,82,Released,Beezel,6.0,32,Horror,English,Social House Films,US,2024
False,290595,en,42.118,164989338,114,Released,The Huntsman: Winter's War,6.3,4815,Action,English,Roth Films,US,2016
False,560057,en,42.106,0,115,Released,The Sea Beast,7.348,1484,Animation,English,Netflix,US,2022
False,136797,en,42.096,203277636,131,Released,Need for Speed,6.419,4381,Action,English,DreamWorks Pictures,US,2014
False,959429,en,42.088,0,96,Released,Lonely Planet,6.1,154,Romance,English,3dot Productions,US,2024
False,646,en,42.086,59000000,110,Released,Dr. No,7.0,3632,Adventure,English,EON Productions,GB,1962
False,9654,en,42.079,176070171,110,Released,The Italian Job,6.775,5551,Action,Ukrainian,De Line Pictures,US,2003
False,172385,en,42.077,498781117,101,Released,Rio 2,6.5,3506,Animation,English,Blue Sky Studios,BR,2014
False,16237,en,42.067,0,75,Released,Teen Titans: Trouble in Tokyo,7.8,398,Animation,English,DC,US,2006
False,9360,en,42.067,136885767,89,Released,Anaconda,5.2,2498,Adventure,English,St. Tropez Films,US,1997
False,961268,ko,42.027,0,93,Released,Ballerina,6.999,523,Action,Korean,Climax Studios,KR,2023
False,598,pt,42.008,30641770,129,Released,City of God,8.426,7470,Drama,Portuguese,O2 Filmes,BR,2002
False,10096,en,41.986,96500000,98,Released,13 Going on 30,6.8,5155,Comedy,English,Columbia Pictures,US,2004
False,333371,en,41.976,110216998,104,Released,10 Cloverfield Lane,7.0,7977,Thriller,English,Bad Robot,US,2016
False,12242,en,41.957,0,79,Released,Mulan II,6.5,2379,Animation,English,DisneyToon Studios,US,2004
False,1159518,en,41.947,0,86,Released,Black Noise,5.0,29,Action,English,Sherbone Media,US,2023
False,399402,en,41.946,31672678,121,Released,Hunter Killer,6.9,2185,Action,English,Original Film,GB,2018
False,448119,en,41.941,251410631,101,Released,Dolittle,6.6,3652,Family,English,Universal Pictures,US,2020
False,634,en,41.933,281929795,97,Released,Bridget Jones's Diary,6.745,5071,Comedy,English,Universal Pictures,GB,2001
False,660360,ko,41.882,34210966,153,Released,Noryang: Deadly Sea,6.3,140,Action,Mandarin,Big Stone Pictures,KR,2023
False,4982,en,41.866,266500000,157,Released,American Gangster,7.589,5490,Drama,English,Film Rites,US,2007
False,718789,en,41.857,226425420,105,Released,Lightyear,7.0,3468,Animation,English,Pixar,US,2022
False,58595,en,41.844,396600000,127,Released,Snow White and the Huntsman,5.982,7888,Adventure,English,Universal Pictures,US,2012
False,11078,en,41.835,50097949,89,Released,National Security,5.9,979,Action,English,Columbia Pictures,US,2003
False,10358,en,41.833,42105111,102,Released,Zack and Miri Make a Porno,6.3,2434,Comedy,English,Blue Askew,US,2008
False,39108,ja,41.831,24000000,51,Released,Dragon Ball Z: Wrath of the Dragon,7.3,725,Animation,Japanese,Toei Company,JP,1995
False,1093231,en,41.828,0,90,Released,Mother of the Bride,5.9,297,Romance,English,Brad Krevoy Television,US,2024
