movie_id,lang
482321,English
1825,English
4476,Cornish
4476,English
1150394,Spanish
1181678,Spanish
9361,English
9361,French
663,English
198375,Japanese
532639,English
505292,Korean
1231828,Ukrainian
15070,English
26973,English
779816,English
779816,French
779816,German
479718,Korean
37137,English
513310,English
1027604,Czech
10948,English
1315905,Korean
11679,English
776797,Mandarin
916728,English
8960,English
8960,Japanese
364,English
784651,Hindi
454,English
474412,Korean
33,English
758009,English
8656,English
268920,Spanish
268920,English
334541,English
189,English
4488,English
10066,English
768744,Japanese
710,English
710,Russian
710,Spanish
899445,English
899445,Spanish
10327,English
10601,English
10601,French
10601,Greek
10601,Moldavian
10601,Portuguese
378236,English
36648,Esperanto
36648,English
74997,English
133121,Japanese
133121,English
1042834,English
68724,English
305470,English
23398,English
23398,French
1128559,English
44918,English
530442,English
4327,English
4327,German
4327,Finnish
4327,Japanese
4327,Cantonese
6637,Latin
6637,English
6637,French
960481,Mongolian
59967,English
1279104,English
754,English
754,Latin
169917,English
680028,English
844185,English
844185,Italian
9316,English
9316,Thai
80184,Spanish
505262,Japanese
1006462,English
927,English
927,Spanish
15,English
398978,English
398978,Italian
398978,Latin
398978,Spanish
931642,English
931642,Spanish
45612,English
1160360,English
492188,English
1701,English
878361,English
43947,English
238713,German
238713,English
238713,French
238713,Italian
11978,English
816904,English
16907,Japanese
517764,English
1656,English
1656,Spanish
861,English
9714,Polish
9714,English
533444,English
787752,English
787752,Portuguese
787752,Spanish
115,English
115,Hebrew
115,Spanish
115,German
545742,Japanese
626735,English
10214,English
22894,English
438650,English
153518,English
628900,English
13161,English
588,English
65,English
522931,English
522931,Japanese
63311,Portuguese
63311,Spanish
700199,Korean
8810,English
11918,English
146216,English
146216,French
146216,Russian
1117609,Japanese
614934,English
1171541,English
72387,English
72387,Mandarin
72387,Russian
454527,French
454527,Latin
359246,English
736526,English
736526,Norwegian
132232,English
370464,English
945937,English
945937,Latin
497828,Akan
497828,English
497828,French
497828,German
497828,Greek
497828,Swedish
497828,Tagalog
597922,English
597922,Vietnamese
41154,English
522417,English
1292359,Tagalog
447200,Cantonese
447200,Mandarin
447200,English
9693,English
205775,English
9399,English
9399,Spanish
217993,English
662237,Korean
393738,Greek
87421,English
2405,English
9473,English
242512,English
70,English
70,Irish
173185,French
173185,English
325133,English
13179,English
1021582,Korean
103663,Danish
103663,Polish
103663,English
9392,English
1211957,English
116711,English
682,Thai
682,Cantonese
682,English
39107,Japanese
10585,English
458897,German
458897,French
458897,Portuguese
458897,Turkish
458897,English
958006,English
1308757,English
800158,French
800158,Spanish
800158,English
2300,English
287903,German
287903,English
241863,Japanese
13283,English
1094009,English
5689,English
13515,English
8077,English
10494,Japanese
9277,English
441701,Spanish
1203236,English
82881,English
58008,Italian
57201,English
1154762,English
243352,English
864370,Mandarin
347626,English
1143019,French
14001,English
483906,Russian
483906,English
340666,English
2668,English
950075,Malayalam
8982,English
8982,Mandarin
8982,Thai
8982,Vietnamese
376867,English
994108,English
717728,English
1244880,Spanish
638974,English
8413,English
8413,Latin
770156,English
888,English
6957,English
6957,Spanish
628704,Korean
628704,Sinhalese
49040,English
49040,Russian
843846,English
9293,English
7214,English
9543,English
62961,Japanese
9352,English
9352,French
9352,Italian
9352,Japanese
9352,German
15167,English
980026,Danish
980026,German
980026,Norwegian
980026,Swedish
45139,English
29993,English
714,German
714,English
714,Danish
714,Mandarin
714,Cantonese
295830,Japanese
931405,Mandarin
8645,English
8645,French
9056,Cantonese
46441,English
9381,English
9381,Russian
14624,Spanish
14624,English
393345,English
67395,English
19404,Hindi
342473,English
137116,English
37786,English
37786,Arabic
646207,English
39513,English
346685,Spanish
346685,English
934866,English
44683,English
931628,English
313297,English
414,English
7551,English
111190,English
280092,English
227973,English
26123,English
982940,English
9793,English
10315,English
10315,French
10315,Latin
653851,English
653851,Italian
961484,English
961484,Italian
1167366,English
1167366,Japanese
1167366,Thai
37021,Japanese
776503,English
776503,Spanish
2899,German
2899,French
2899,Arabic
2899,Cantonese
2899,Latin
8456,English
4233,English
7484,English
256040,Sanskrit
256040,Telugu
152,English
602734,English
16366,English
530,English
700186,Korean
647245,English
647245,Russian
163,French
163,Italian
163,Dutch
163,Mandarin
163,English
536437,English
536437,Spanish
35019,English
256591,English
813,English
282035,Arabic
282035,English
253412,English
1051560,English
887321,English
727745,English
727745,Portuguese
1148172,Hindi
77887,English
1262596,Tagalog
10764,English
10764,Spanish
10764,Italian
10764,French
10764,German
447362,English
324849,English
955,English
293670,Japanese
293670,Korean
24752,English
24752,Japanese
811634,Mandarin
18861,Japanese
8328,Russian
8328,English
19119,English
1011477,English
166424,English
39514,English
39514,Russian
482373,English
10007,English
11247,German
11247,English
11247,Czech
2005,English
830784,English
1241612,Korean
9336,English
59859,English
71859,English
10068,English
424139,English
405817,Korean
1239511,Malayalam
1239511,Tamil
1239511,Telugu
1239511,Hindi
338967,English
1020006,English
17379,English
17379,French
418827,Korean
71186,Russian
1927,English
1927,Spanish
690957,Telugu
7512,English
593910,English
641934,English
641934,Dutch
641934,Spanish
50124,French
50124,Italian
821937,English
821937,Vietnamese
567189,English
567189,Russian
14035,English
75,English
75,French
10995,Mandarin
10995,English
20453,English
20453,Hindi
429351,English
517093,Serbian
517093,Russian
517093,English
25565,English
14784,English
14784,Romanian
14784,Latin
552178,English
334533,Esperanto
334533,English
260,English
390054,English
390054,Arabic
547016,English
547016,Arabic
547016,French
547016,Italian
547016,Russian
959604,French
207768,Bulgarian
207768,English
395,Italian
395,English
194662,English
508439,English
137106,English
10024,English
8247,English
33196,Korean
33196,English
157433,English
1205781,English
1205781,Spanish
444483,Japanese
823625,English
298250,English
4553,English
20662,English
20662,French
20662,Ukrainian
44943,English
44943,Ukrainian
8839,English
2756,English
332210,English
1183699,Spanish
1183699,English
296349,Japanese
44363,English
114150,English
2059,Latin
2059,English
2059,Spanish
1948,English
1948,Spanish
1948,Korean
8909,English
8095,English
41233,English
108,French
108,Polish
4379,English
96721,English
96721,German
96721,Italian
96721,French
997120,English
18095,Japanese
51739,Japanese
10660,English
76493,English
76493,Hebrew
20048,English
20048,Finnish
654974,English
34544,German
34544,English
34544,Spanish
34544,French
34544,Swahili
10947,English
39538,English
39538,Cantonese
39538,Mandarin
1216452,French
509967,English
83201,English
4995,English
514439,English
284303,German
942576,English
1211307,Spanish
1180629,English
1180629,Irish
13004,English
1991,English
308531,English
567,English
574475,English
399366,English
212778,English
212778,Spanish
431580,English
879,English
395992,English
395992,Japanese
395992,Vietnamese
36669,English
36669,Korean
36669,Cantonese
36669,German
36669,Spanish
36669,Icelandic
36669,Italian
13523,English
36643,English
36643,Russian
13051,English
13051,Russian
13051,Spanish
10330,Mandarin
10330,English
1184889,Mandarin
1184889,Hindi
1184889,English
1184889,Malay
1184889,Spanish
235,English
378240,Japanese
22620,English
55341,English
10073,English
25237,Belarusian
25237,German
25237,Russian
391,Italian
391,Spanish
508642,Korean
13207,English
340382,Japanese
497582,English
14405,English
568,English
347375,Indonesian
347375,English
347375,Russian
8393,Afrikaans
8393,English
8393,Tswana
12222,English
9100,English
9100,French
885303,German
885303,English
885303,Italian
885303,Spanish
10439,English
10439,French
73475,French
73475,English
73475,German
961420,Japanese
2118,English
1391524,Spanish
942047,English
12244,English
782,English
782,Esperanto
4234,English
1075175,Spanish
1075175,English
363676,English
298312,English
13885,English
384680,English
322,English
68737,English
632357,English
632357,Latin
773621,Japanese
1090874,English
454619,English
454619,French
454619,Norwegian
454619,Spanish
16664,Japanese
62213,English
80278,English
80278,Swedish
80278,Thai
729854,Korean
939899,Spanish
1158874,English
1158874,Italian
615677,English
615677,French
615677,Moldavian
455207,Cantonese
455207,Mandarin
455207,English
9362,English
1091862,English
11474,English
296524,English
290250,English
185698,Japanese
192141,French
192141,English
192141,Thai
37686,English
189349,Japanese
243688,English
1217690,English
539681,English
2252,English
2252,Russian
2252,Turkish
2252,Ukrainian
2252,Urdu
589754,Russian
3638,English
960490,Japanese
13510,English
1216299,English
37735,English
600354,English
755566,English
294963,English
599975,English
599975,Latin
667,English
667,Japanese
667,Russian
1255,English
1255,Korean
11852,English
552524,English
51608,English
51608,Korean
18334,Japanese
554805,Japanese
87584,English
708,English
708,Arabic
708,French
708,German
708,Russian
708,Czech
708,Slovak
253,English
253,Hungarian
544,English
37430,English
458594,English
458594,Spanish
401478,English
401478,French
401478,Hungarian
480105,English
77174,English
655,English
655,Spanish
55685,Italian
11321,English
11321,Spanish
592350,Japanese
56288,English
12536,English
559907,English
900379,Spanish
900379,German
1085046,Mandarin
37797,Japanese
11917,English
39105,Japanese
338762,English
18405,English
81774,French
438799,English
438799,French
438799,German
438799,Russian
1156212,Portuguese
51828,English
27022,English
774531,English
15906,English
82695,English
505026,English
505026,French
636706,English
636706,Korean
636706,Czech
395991,English
814,English
319,English
319,Italian
1124620,English
1106904,Japanese
13597,English
228205,English
27277,Spanish
27277,English
180,English
180,Swedish
792,English
792,Vietnamese
9377,English
1966,English
589761,English
589761,Russian
1538,Spanish
1538,English
461130,English
297608,English
1124620,English
1106904,Japanese
13597,English
228205,English
27277,Spanish
27277,English
180,English
180,Swedish
792,English
792,Vietnamese
9377,English
1966,English
589761,English
589761,Russian
1538,Spanish
1538,English
461130,English
297608,English
664,English
920081,English
920081,Spanish
821499,English
39873,Japanese
82693,English
97630,English
97630,Arabic
9679,English
8856,English
8856,Japanese
840,Hindi
840,English
840,French
840,Spanish
1214118,Spanish
467938,English
467938,French
1108566,English
805,English
65496,Italian
65496,French
391713,English
667520,Japanese
332562,English
404733,English
404733,French
404733,German
1407162,Arabic
132137,English
77931,English
843,Cantonese
843,French
843,Spanish
526051,English
566810,English
556694,Greek
556694,English
556694,German
556694,Turkish
376570,English
74465,English
1026819,Arabic
1026819,English
623511,German
623511,Norwegian
850165,English
188207,English
575604,Korean
10281,English
975043,English
629176,English
10222,English
1054116,Japanese
372921,Korean
1452,English
1452,French
1452,German
10137,English
345920,English
1247019,Thai
990140,Cantonese
990140,Mandarin
390062,English
390062,German
390062,Hebrew
390062,Spanish
11674,English
41446,English
758679,English
948713,English
458723,English
48340,English
138697,English
1228681,Norwegian
715756,Japanese
18491,Japanese
46705,English
290271,Japanese
590223,English
627725,English
38199,English
943134,French
193610,English
19959,French
19959,English
766680,English
766680,Spanish
11216,Italian
136835,English
1246,English
34480,English
9342,English
9342,Spanish
1170657,English
1541,English
11253,English
323272,English
323272,Italian
1216512,English
1216512,Spanish
11631,English
11631,Greek
16353,Thai
1187364,Spanish
1078012,Mandarin
935,English
4638,English
1171634,French
1202235,Telugu
852046,French
187,English
852445,French
594,Bulgarian
594,English
594,French
594,Russian
594,Spanish
11186,English
272108,English
272108,Japanese
442062,English
419116,Korean
1111371,Malay
9334,English
9334,German
9334,Italian
9334,Thai
1025491,English
1186350,English
1186350,Malayalam
546726,English
10771,Cantonese
10771,English
71,English
631843,English
658,Mandarin
658,English
658,Spanish
764,English
595985,English
595985,French
595985,Italian
857553,English
22804,English
766798,Spanish
6282,English
974931,English
974931,Spanish
17979,English
1690,Czech
1690,Dutch
1690,English
1690,German
1690,Icelandic
1690,Japanese
1690,Russian
1690,Slovak
1690,Spanish
845222,Korean
698,English
698,Italian
9560,English
522478,English
568091,English
1364082,English
43074,English
335795,English
9312,French
9312,English
9312,Italian
167032,English
2698,English
20943,English
961323,English
5924,English
5924,Spanish
4032,English
484641,English
484641,Italian
484641,Dutch
484641,Russian
817,German
817,English
1255017,Spanish
90730,Spanish
10865,English
10865,French
10865,Spanish
1362961,Spanish
965143,Korean
381890,Mandarin
15567,English
765,English
1227816,English
1213,English
1213,Italian
1248795,Turkish
336592,English
426,English
1160164,English
28209,English
28209,French
10588,English
1290287,English
10730,English
5176,English
1029244,Mandarin
184,English
70006,English
9476,English
86328,English
1013860,English
1206617,English
1729,Mandarin
1729,English
16337,English
587,English
36419,English
13285,English
842033,Korean
123025,English
123025,French
123025,Portuguese
606856,English
582014,English
11007,English
19840,English
301959,English
547565,English
20222,Spanish
823482,English
823482,French
11237,English
11237,Indonesian
113082,Japanese
296271,English
296271,Italian
1148027,English
1219529,Spanish
809140,English
809140,Portuguese
460793,English
6145,English
287948,English
999644,English
761053,English
890771,English
890771,Spanish
1072342,English
1010928,French
1041513,English
16355,English
16355,Japanese
840889,English
454615,English
1017204,Japanese
405775,English
38810,Greek
11713,Mandarin
499701,Spanish
499701,English
9762,English
1152774,Spanish
514999,English
11231,English
567604,English
964980,English
628917,Hebrew
628917,Yiddish
628917,English
1145645,Tagalog
164,English
164,Portuguese
420821,English
60935,English
60935,Norwegian
60935,Danish
1016147,Korean
1227624,Spanish
9454,English
235271,English
10228,Japanese
817758,English
817758,French
817758,German
817758,Portuguese
817758,Tagalog
817758,Tamil
1207123,Mandarin
12085,English
409276,Korean
17578,English
11838,Japanese
488623,Korean
927547,Hindi
927547,Malayalam
927547,Marathi
2666,English
380,Italian
380,English
17609,English
699,Greek
699,English
699,Italian
242095,English
985,English
563,English
492104,Cantonese
834,English
834,French
834,Hungarian
15370,Japanese
516486,English
800378,Japanese
399404,English
460019,English
9600,English
10925,English
1063879,French
1148713,Spanish
1148713,French
9276,English
12159,English
870096,Mandarin
1146972,Japanese
1400224,Tagalog
2270,English
14199,English
499932,English
10897,English
534171,Korean
39106,Japanese
691,English
691,Italian
691,Arabic
816741,Spanish
598387,English
1226406,English
36239,English
714567,Russian
7305,English
434555,English
227859,English
1037858,English
27581,English
8913,English
988512,English
8984,English
137094,English
137094,Russian
829,Spanish
829,Cantonese
829,English
239,English
11322,English
9279,English
211672,English
862965,English
862965,Arabic
862965,Spanish
862965,Korean
502416,English
502416,Greek
2978,English
487297,English
11886,English
10196,English
627,English
2164,English
2164,Norwegian
2164,Swedish
1084242,English
1006540,English
82700,English
1395139,English
10054,Spanish
10054,English
1159539,English
11005,English
8065,English
2649,Cantonese
2649,German
2649,English
644124,English
876792,Japanese
2330,Portuguese
2330,French
2330,German
2330,Korean
400136,English
400136,Japanese
1302011,Tagalog
50839,English
91342,English
238615,English
22164,English
658009,Mandarin
39101,English
39101,Japanese
734253,Hindi
10474,English
227719,English
37958,Greek
37958,English
175168,Japanese
1046032,English
34016,English
518068,Korean
38142,Japanese
149870,French
149870,German
149870,Italian
149870,Japanese
37247,English
3176,Japanese
945729,English
945729,French
945729,Italian
945729,Latin
945729,Spanish
618344,English
38410,English
2576,English
2576,German
9972,English
1025169,Thai
1025169,English
55846,English
492002,English
907,Russian
907,English
276126,Korean
650,English
503,English
503,Spanish
1015303,English
11663,English
11663,Irish
340102,English
340102,Latin
340102,Portuguese
25913,English
118412,Japanese
35552,French
852432,French
10431,Cantonese
10431,Mandarin
10431,English
10431,Japanese
24593,English
504,English
9594,English
760774,Czech
760774,French
760774,German
760774,English
4133,English
3563,English
59940,English
11976,English
11976,Italian
961084,French
8470,English
8470,Spanish
324670,English
631842,English
4547,English
531,English
1290938,English
23446,Japanese
1268,French
1268,Russian
1268,English
399174,English
399174,Japanese
738652,English
9339,English
9339,Portuguese
9339,Japanese
42337,French
19899,English
6795,English
60747,English
60747,Korean
1261148,Indonesian
1261148,Javanese
80274,English
41733,English
41733,Spanish
645886,English
1221451,Tagalog
496,English
496,Armenian
496,Hebrew
496,Polish
496,Romanian
1669,English
1669,Russian
2310,English
228973,English
45269,English
504253,Japanese
87516,English
365942,English
10331,English
20766,English
117,English
1064835,Japanese
617653,English
617653,French
617653,Romanian
1791,French
1791,German
934194,English
934194,Spanish
168676,German
168676,English
668,English
668,German
1163194,Hindi
10982,English
357458,Korean
724106,Korean
724106,Mandarin
1365044,Norwegian
1111966,English
18925,English
509635,English
509635,French
359940,English
436931,Japanese
10027,English
1700,English
39103,English
39103,Japanese
1109255,English
1109255,Italian
411840,English
1214684,English
1214684,Spanish
10719,English
309809,English
588108,Italian
588108,Japanese
588108,Korean
87825,English
83389,Japanese
453405,English
537971,Spanish
1443,English
583,English
583,Latin
440249,English
13649,English
696337,English
1112972,Korean
1080512,French
9766,English
14069,Japanese
5925,English
5925,German
5925,French
5925,Russian
1115395,Polish
4643,English
1883,Arabic
1883,English
279,Italian
279,English
279,German
279,Latin
9954,English
196254,English
417261,English
15999,Japanese
10141,English
431693,English
77016,English
77016,Spanish
1045944,English
1104937,Spanish
639,English
689160,Korean
291276,Arabic
291276,English
291276,German
774752,English
989937,Japanese
455980,English
58233,German
58233,Cantonese
58233,English
58233,Mandarin
58233,Russian
17692,English
375785,English
1191610,Spanish
72570,English
9823,English
539885,German
539885,English
539885,French
914206,French
914206,English
893345,English
13971,English
2640,English
218043,English
457332,Mandarin
457332,English
1107387,Mandarin
923,English
152584,French
152584,English
15015,English
14620,English
431075,English
256835,English
9482,English
87818,English
36885,German
6023,English
33217,English
818750,English
283322,Maori
1218193,Catalan
1218193,Spanish
19901,English
571891,Japanese
64635,English
791155,English
1705,English
576004,English
1211836,Spanish
12665,English
14191,English
23023,English
50804,English
291870,English
10189,English
10189,Cantonese
10189,Korean
10010,English
154,English
3597,English
3021,English
1257750,Arabic
68730,Japanese
68730,English
820067,Japanese
638039,English
10637,English
10731,English
264644,English
9614,English
440617,Korean
231001,English
1645,English
784941,Korean
10734,English
9598,English
617,English
41283,English
5721,English
109414,English
475215,Japanese
5336,German
5336,French
5336,Italian
242828,Japanese
9355,English
707,English
97020,English
4561,French
13680,English
340837,English
340837,German
1164,Arabic
1164,English
1164,Spanish
1164,French
1164,Japanese
1164,Russian
23437,English
592834,English
592834,French
94365,English
94365,German
1231035,Italian
15472,Swedish
15472,English
10559,English
401469,English
401469,Polish
401469,Spanish
918692,Russian
18781,English
266856,Latin
266856,English
266856,French
266856,Italian
9398,English
508965,English
508965,Northern Sami
1226301,Tagalog
1297860,English
2675,English
2675,Portuguese
816,English
446021,English
865921,Mandarin
1640,English
1640,Persian
1640,Spanish
1640,Mandarin
1640,Korean
458423,English
2486,English
957,English
66105,Japanese
426543,English
445571,English
4148,English
1006724,Mandarin
531309,English
1965,Arabic
1965,English
2567,English
747188,English
338958,English
986056,English
1398,Russian
928358,German
13920,English
8488,English
265712,Japanese
7552,English
7552,Spanish
9285,English
9489,English
443791,English
627304,Malayalam
627304,Portuguese
627304,Tamil
627304,Telugu
21316,English
287649,Korean
22971,English
1578,English
822653,Japanese
17707,Thai
17707,English
964960,French
705861,English
705861,Spanish
332567,English
332567,Spanish
129533,English
491418,English
399360,English
975902,English
999890,English
38167,Portuguese
38167,English
38167,Italian
547205,Spanish
266294,English
1325221,Tagalog
819,English
1089,English
1313001,Danish
770906,Telugu
14174,English
14174,Spanish
9003,English
9480,English
9480,Italian
9480,Greek
1020414,English
1020414,German
1084244,English
9461,Cantonese
9461,English
8007,Czech
8007,English
8007,Spanish
8007,Serbo-Croatian
961651,English
13363,English
109424,English
109424,Somali
110420,Japanese
25,English
25,Spanish
25,Arabic
25,Latin
812037,French
1857,Arabic
1857,English
1240773,Korean
11287,English
546121,English
26662,Japanese
10019,English
399170,English
967941,English
7453,English
81,Japanese
928,English
575322,English
575322,Russian
462,English
44040,Spanish
44040,English
44040,Ukrainian
11171,English
1113583,English
1113583,French
1290486,English
298,Spanish
298,English
298,French
13888,English
698948,English
698948,Thai
1415382,Italian
1091298,English
1219158,Tamil
729097,Korean
1056746,English
969686,English
832502,Mandarin
832502,English
407436,English
407436,Hindi
479,English
479,Spanish
479,German
5833,English
207933,English
1022256,English
274862,English
1290409,English
457136,English
457136,French
457136,Gaelic
457136,Latin
649609,English
649609,Thai
585216,English
203801,Italian
203801,English
203801,Russian
203801,German
10202,English
399057,English
399057,French
4176,Swedish
4176,English
4176,French
4176,German
4176,Turkish
4176,Italian
709631,English
773867,Korean
1028725,Mandarin
314365,English
1022690,English
1103825,English
25239,English
525,English
15137,Japanese
804095,English
804095,Portuguese
1014214,Hindi
522444,English
522444,Spanish
522444,French
522444,Russian
664469,English
664469,French
674324,English
632856,English
1398910,English
9678,English
1491,English
39102,English
39102,Japanese
505058,English
505058,Indonesian
505058,Japanese
136418,English
51620,English
1172604,Spanish
359983,English
36955,English
36955,French
36955,Arabic
36955,German
381283,English
9879,French
9879,English
681,English
681,German
943,English
11528,English
11528,French
642,English
642,Spanish
259072,English
338766,English
13205,English
395990,English
852370,Korean
80662,Japanese
149871,Japanese
387,German
387,English
387,French
10226,Italian
10226,English
10226,French
454992,English
454992,French
454992,German
454992,Lithuanian
454992,Russian
157353,English
172760,Cantonese
957304,English
9798,English
353070,English
552688,English
552688,Spanish
10014,English
1265517,English
751237,English
751237,Korean
1024452,English
1024452,French
1493,English
1493,Spanish
1493,French
1493,Russian
76025,English
53932,Spanish
201,English
1205515,English
11069,English
11069,Spanish
25676,Cantonese
25676,Mandarin
2277,English
328425,English
1206671,Mandarin
1206671,Thai
171274,English
660698,English
603206,English
637693,English
3558,English
10497,French
10497,English
1367,English
995133,English
13394,English
252838,English
16219,English
8292,Spanish
8292,English
241554,English
201085,English
1403499,English
712,English
1592,English
1592,Spanish
870518,English
397837,English
551115,German
551115,Dutch
551115,Portuguese
551115,Spanish
551115,English
63197,English
9488,English
13459,English
790,English
1246596,English
428399,English
186,English
4858,Russian
4858,English
843847,Turkish
843847,Spanish
843847,English
719128,Korean
9406,English
9406,French
538858,English
538858,Hindi
538858,Marathi
17681,English
626872,English
626872,Japanese
626872,Korean
32059,English
11459,English
985932,Tagalog
136795,English
136795,Spanish
136795,Bulgarian
829280,English
360778,Japanese
1209770,English
1209770,Tagalog
542178,English
542178,French
6978,Cantonese
6978,English
369299,Spanish
942,English
942,Afrikaans
619,English
876797,French
876797,Japanese
876797,Spanish
578701,English
732713,English
732713,Hindi
2976,English
37821,English
416148,English
416148,French
416148,Hungarian
416148,Italian
602269,English
521777,English
10030,English
984,Spanish
984,English
64686,English
64686,Japanese
225574,English
225574,German
580175,Danish
580175,Swedish
841755,English
10065,English
1077280,English
31011,English
4512,English
492008,Korean
802119,English
334543,Bengali
334543,English
334543,Hindi
756,English
660120,Norwegian
9472,English
9472,German
717634,English
44826,English
1242526,English
4588,Cantonese
4588,Mandarin
4588,English
4588,Japanese
472221,Arabic
472221,Malayalam
472221,Hindi
472221,English
872,English
463272,English
1017066,Polish
1017066,English
1017066,Italian
3114,Spanish
3114,English
3114,Navajo
567748,English
929,English
929,French
929,Japanese
929,Russian
929,Spanish
365620,English
297556,English
745391,English
156717,English
111969,English
2280,English
7340,English
205,English
205,French
13078,English
10428,English
10428,Italian
10428,Japanese
10428,Russian
381719,English
9053,English
59108,English
858,English
1712,Spanish
1712,English
9378,English
10393,English
71670,English
71670,Hungarian
180299,Arabic
180299,Indonesian
180299,Japanese
180299,English
13417,English
271718,English
24418,English
284552,Mandarin
284552,Cantonese
243683,English
201088,German
201088,English
201088,Cantonese
201088,Spanish
201088,Mandarin
201088,Indonesian
201088,Italian
10802,English
700,German
700,English
700,Russian
700,Spanish
846433,English
846433,Spanish
83088,Japanese
852881,Korean
1631,French
1631,Italian
11284,English
262841,English
10159,Portuguese
10159,English
683205,Mandarin
683205,English
100464,Japanese
18501,English
616820,English
1213742,English
923939,English
350312,Telugu
16320,English
16320,Mandarin
425134,Spanish
425134,English
39104,Japanese
16081,English
52451,English
1685,English
928833,English
9904,English
3093,English
8619,French
8619,Portuguese
8619,English
2623,English
4929,English
643215,French
1126934,English
1126934,Spanish
10866,English
9513,English
9513,French
536115,Japanese
11806,English
44264,English
614626,English
82703,English
184314,French
184314,German
71668,English
9884,English
9884,Spanish
12600,Japanese
11470,English
9645,English
9645,Italian
9645,Spanish
101314,English
90,English
986070,English
644495,Arabic
644495,English
644495,French
644495,Italian
644495,Japanese
51540,English
879444,Spanish
879444,English
875104,Mandarin
1247458,Spanish
181886,English
576845,English
23047,Latin
23047,English
415842,Turkish
415842,Spanish
415842,Persian
415842,Polish
415842,Arabic
415842,English
415842,Italian
449503,English
9874,English
419478,English
551271,English
551271,Czech
1294947,Spanish
759923,Thai
60308,English
236751,English
652837,Japanese
663558,Mandarin
663558,Portuguese
13688,Cantonese
10998,English
18843,English
135348,Swedish
11230,Cantonese
830788,English
830788,Portuguese
336882,Norwegian
96,English
16910,Japanese
218836,English
209964,Tagalog
440021,English
10413,English
1634,English
1263112,Indonesian
6947,English
506517,Croatian
5994,English
512198,English
998731,Japanese
3980,English
1391772,English
10577,English
1390010,Czech
1390010,English
74308,English
268531,English
24420,English
274109,Aragonese
274109,English
274109,Spanish
239571,English
13486,English
13486,Italian
726759,English
726759,Hungarian
726759,Japanese
726759,Russian
941,English
540901,English
540901,Spanish
540901,Russian
11187,English
581387,Korean
597891,English
597891,Japanese
11422,English
64084,English
8583,English
638597,English
457232,English
9315,Arabic
9315,German
9315,English
9315,French
9315,Italian
9315,Japanese
157547,English
1400775,English
440471,English
9530,English
9992,English
30827,English
30827,Italian
944,English
944,Cantonese
944,Mandarin
790493,English
39100,Japanese
39100,English
862551,English
862551,Hebrew
862551,Italian
862551,Spanish
590995,English
1189205,English
938086,Korean
173129,Cantonese
173129,Mandarin
571055,English
116322,Spanish
2022,English
830721,English
82654,English
983105,Danish
983105,Swedish
55,Spanish
540841,Turkish
44874,English
256522,Japanese
1129610,Japanese
1730,English
1730,Polish
474335,English
372519,Portuguese
601666,English
35056,Hebrew
35056,English
1039868,Italian
12620,English
204922,English
426814,English
333381,English
12599,Japanese
12599,English
964592,Korean
36568,Spanish
36568,English
610253,English
1058694,Spanish
227156,English
11881,English
11586,English
1201753,English
981063,English
693,English
134835,Italian
1404382,English
734002,Polish
734002,Russian
9029,English
9029,Serbo-Croatian
5820,English
740985,English
740985,Bulgarian
740985,Croatian
740985,Hebrew
740985,Hungarian
740985,Romanian
480572,English
1070535,Swedish
11565,English
11778,English
11778,French
11778,Russian
11778,Vietnamese
867,English
9715,English
1047020,English
1047020,Spanish
9906,English
9772,English
9772,Russian
553604,English
12162,English
12162,Arabic
12162,Turkish
8843,English
79,Mandarin
451156,English
15196,French
15196,English
301502,English
301502,Italian
61108,French
526,English
80295,German
451915,English
9374,English
616747,English
15969,English
393624,Mandarin
393624,English
582,German
1107054,Slovak
1139698,Kannada
1139698,Malayalam
10586,English
7326,English
1236419,English
1236419,Japanese
8195,English
8195,French
8195,Russian
1382406,Mandarin
8337,English
865,English
6557,English
10521,English
16318,Korean
453755,Danish
453755,English
68734,Arabic
68734,English
68734,German
68734,Persian
910571,English
8386,English
1386628,English
862552,English
14442,English
133805,English
893334,English
634521,English
634521,Japanese
18183,English
18183,Spanish
798021,English
1015936,German
843416,English
71325,Swedish
2140,English
2140,French
2140,Mandarin
5123,English
376659,Russian
376659,English
257088,English
810171,Spanish
810171,English
254904,English
59408,English
25195,English
881460,English
8536,English
583833,Russian
808396,English
80,English
80,French
180719,Italian
183011,English
347969,English
1034062,English
398173,English
398173,German
398173,Italian
14410,English
14410,Italian
400650,English
449176,English
4147,English
1880,English
1880,Russian
1880,Spanish
1577,English
25642,English
777443,English
1272,English
1185719,Arabic
605886,English
713607,Korean
37645,English
37645,French
452030,English
1255718,English
1197406,Spanish
850888,Spanish
19585,English
570503,Korean
71880,English
1288575,Indonesian
72571,English
1211442,English
949429,Thai
949429,Mandarin
66245,Tamil
9619,English
852436,French
65086,English
766,English
1308623,Spanish
347200,Japanese
396461,English
98008,Italian
977326,English
532408,English
218746,Korean
21484,English
21484,French
21484,German
11011,English
11011,Latin
654739,Korean
740441,Korean
3131,English
3131,Irish
3131,Latin
3131,Mandarin
690846,Spanish
116,English
119283,English
11238,English
49849,English
111972,English
111972,Tagalog
13767,English
25018,English
609972,English
9255,English
28696,English
2046,English
10160,English
72213,English
72213,Spanish
549053,Mandarin
549053,Croatian
549053,English
549053,French
32629,Mandarin
32629,Cantonese
302945,Korean
1122618,English
574074,No Language
862739,Spanish
895959,English
895959,Portuguese
