movie_id,lang
324857,Spanish
315635,English
1291559,Japanese
269509,English
1399914,English
337167,English
1000837,Portuguese
296096,English
581528,Korean
851644,Korean
916192,Japanese
882598,English
10192,English
8966,English
424,German
424,Polish
424,Hebrew
424,English
188927,English
240,English
240,Italian
240,Latin
240,Spanish
719221,English
968051,English
968051,French
968051,Italian
968051,Portuguese
968051,Spanish
260346,English
10674,English
10674,Mandarin
10198,French
10198,English
1022796,English
1029575,English
1029575,French
348,English
348,Spanish
10191,English
269149,English
826510,English
507089,English
150689,English
1173558,Portuguese
739405,English
1114894,English
1180634,Italian
210577,English
384018,English
384018,Russian
384018,Samoan
170,Spanish
170,English
425,English
1001311,French
1294203,English
1139817,Korean
1122504,English
129,Japanese
11,English
78383,English
601796,Korean
460229,English
359410,English
293660,English
13,English
588228,English
1041317,English
1041317,Spanish
1145491,English
337404,English
337404,French
1387866,English
588555,English
588555,Portuguese
299054,English
1134424,Thai
804616,English
1337309,Thai
713704,English
168259,Arabic
168259,English
168259,Spanish
168259,Thai
856289,Mandarin
985939,English
1028703,English
373571,Mandarin
373571,English
373571,Japanese
567811,Danish
567811,English
863,English
1186947,Portuguese
271110,Romanian
271110,English
271110,German
271110,Russian
298618,English
298618,Spanish
298618,Russian
615173,Mandarin
615173,English
615173,Hindi
615173,Korean
1026436,English
1196656,Tagalog
420634,English
1140648,English
1182047,English
1244492,Japanese
91314,Mandarin
91314,English
285,English
1355755,English
324552,English
324552,Hebrew
324552,Italian
324552,Russian
58,English
58,Turkish
58,Greek
58,Mandarin
493922,English
39254,English
38365,English
572802,Korean
572802,Mandarin
572802,English
436969,English
436969,French
436969,Spanish
49051,English
1209290,English
447277,English
313369,English
1075676,Korean
1075676,Japanese
868759,English
1210794,Swedish
653,No Language
438695,English
345940,Mandarin
345940,English
345940,Japanese
345940,Thai
970347,French
970347,English
146233,English
82702,English
505642,English
505642,French
505642,Haitian; Haitian Creole
505642,Spanish
505642,Xhosa
321612,English
321612,French
1239251,English
131631,English
12153,English
11224,English
185664,Japanese
1865,English
1865,Spanish
940139,English
634492,English
1930,English
109418,English
10193,English
10193,Spanish
348893,English
931944,German
447332,English
613504,English
453395,Cantonese
453395,English
453395,Spanish
840069,Russian
801335,English
914215,English
791373,English
10681,English
102382,English
475557,English
11688,English
824003,Italian
989662,English
989662,Russian
1401905,English
259693,English
1230477,Japanese
4348,English
901362,English
1315986,English
1387198,Turkish
766507,English
766507,French
97697,English
135397,English
106,English
106,Spanish
467244,German
467244,Polish
467244,Yiddish
575265,English
24,English
24,Japanese
24,French
68726,Cantonese
68726,English
68726,Japanese
68726,Russian
763215,English
429415,English
351286,English
351286,Russian
984324,French
14160,English
134374,English
1038263,English
1038263,Greek
1038263,Italian
1038263,Spanish
1160018,Hindi
792307,English
792307,French
792307,Portuguese
111,English
111,Spanish
609681,English
609681,Urdu
1126475,English
10591,English
1231818,Korean
619979,English
831815,English
284054,English
284054,Korean
284054,Swahili
284054,Xhosa
934632,English
881366,English
490132,English
490132,Italian
490132,Russian
22705,English
22705,Italian
38,English
980489,English
423108,English
423108,Portuguese
1048241,English
550988,English
550988,Japanese
520763,English
57224,Japanese
1127166,Italian
4935,Japanese
783110,Korean
508947,Cantonese
508947,Mandarin
508947,Korean
508947,French
508947,English
439079,Mandarin
439079,French
439079,English
439079,Latin
439079,Romanian
50620,English
744275,English
744275,Portuguese
744275,Spanish
10144,English
10144,French
1128650,Cantonese
1128650,English
1128650,Japanese
1128650,Mandarin
810,English
281957,English
281957,French
1241748,Tagalog
1249532,English
1026999,Polish
1018,Spanish
1018,English
57158,English
9806,French
9806,English
893723,English
893723,Spanish
4247,English
10138,English
10138,Russian
10138,French
527774,English
10020,French
10020,English
635302,Japanese
646097,English
244786,English
565426,English
1159775,Spanish
1086747,English
988078,Spanish
280180,English
6479,English
13183,English
679,English
820525,English
820525,Portuguese
330457,English
101,English
101,French
101,Italian
508883,Japanese
704239,English
49013,English
49013,French
49013,German
49013,Italian
49013,Japanese
273477,English
118,English
297,Dutch
297,English
49026,English
1089123,English
398818,French
398818,English
398818,Italian
87101,English
496450,English
496450,French
807339,English
857598,Telugu
1032823,English
663712,English
383498,Cantonese
383498,English
383498,Russian
383498,Spanish
460458,English
1124,English
337339,English
337339,Spanish
12155,English
1057491,Russian
218,English
218,Spanish
1174618,English
1037113,English
1079244,English
1079244,German
290098,Japanese
290098,Korean
1062807,Japanese
951491,English
951491,Spanish
335988,English
1029330,English
967847,English
10625,Swahili
10625,English
10625,German
10625,Vietnamese
950387,English
4232,English
955555,Mandarin
955555,Japanese
955555,Korean
695721,English
696506,English
585083,English
105,English
614933,English
429617,Czech
429617,Dutch
429617,English
429617,German
429617,Italian
9732,English
12920,English
214756,English
9502,English
317442,Japanese
646683,English
1413163,English
20982,Japanese
387824,Korean
1008042,English
1008042,Greek
399579,English
399579,Spanish
1103621,Thai
882569,English
882569,Persian
49046,French
49046,English
49046,German
670292,English
670292,Japanese
670292,Thai
670292,Vietnamese
863873,English
530385,English
530385,Swedish
408,English
190859,English
953,English
953,French
953,German
953,Portuguese
953,Spanish
166428,English
353491,English
1214484,Norwegian
1214484,Swedish
1224993,Latin
1224993,Italian
1224993,Korean
854,Swedish
854,English
205596,English
652,English
1358752,English
1119550,French
138832,English
1049574,English
141052,English
11544,English
1191611,Spanish
744276,English
1075794,English
812,English
37799,English
959092,English
959092,French
959092,Thai
372058,Japanese
1225977,English
489,English
301528,English
1062215,English
820530,Japanese
20352,English
458156,Arabic
458156,Mandarin
458156,English
458156,Indonesian
458156,Italian
458156,Japanese
458156,Latin
458156,Russian
5492,English
13683,English
827931,English
697843,English
697843,German
697843,Georgian
697843,French
181808,English
329865,Mandarin
329865,English
329865,Russian
840326,English
840326,Finnish
698508,English
1233083,Spanish
711978,Korean
561,Spanish
561,English
561,Latin
561,Tagalog
102651,English
694,English
260514,English
937278,English
937278,Portuguese
937278,Spanish
840430,English
283995,English
280,English
280,Spanish
1155089,English
68718,English
68718,French
68718,German
7978,English
7978,Romanian
1186532,English
72808,Italian
16869,German
16869,English
16869,French
16869,Italian
769,Italian
769,English
302946,English
772,English
772,French
436270,English
370172,Spanish
370172,French
370172,Russian
370172,English
370172,Italian
46848,English
46848,French
46848,Japanese
1094556,English
137113,English
869291,English
869291,French
869291,German
929563,English
1055192,Tamil
209112,English
1331344,Spanish
1311550,English
114,English
9820,English
9820,Spanish
9820,French
9820,Italian
61979,Spanish
1402,English
1402,Cantonese
508442,English
12236,English
12236,German
1207898,English
1422,English
1422,Cantonese
1214509,English
335977,Arabic
335977,English
335977,French
335977,German
335977,Spanish
1128941,English
9552,German
9552,French
9552,Latin
9552,Arabic
9552,Greek
9552,English
1059372,English
1059372,Indonesian
4909,French
4909,Italian
4909,English
207703,Arabic
207703,English
37165,English
37165,Spanish
50014,English
630,English
116149,English
351523,Korean
545611,Cantonese
545611,Mandarin
545611,English
1243381,English
774370,English
753342,English
753342,French
753342,German
753342,Russian
974635,English
466272,English
466272,Italian
466272,Spanish
748230,English
9757,English
353081,English
353081,French
292610,Italian
140607,English
50619,English
50619,Portuguese
3933,English
300671,Arabic
300671,English
1297185,Spanish
646385,English
393,English
393,Mandarin
393,Spanish
393,Cantonese
339846,English
1148741,Spanish
284053,English
10867,Italian
1215185,Basque
1215185,Spanish
1225377,English
399566,English
512200,English
8355,English
497698,English
497698,Russian
62177,English
17182,English
17182,Spanish
17182,Korean
17182,French
18,English
18,Swedish
18,German
615,Hebrew
615,Latin
2109,Cantonese
2109,Mandarin
2109,English
1094138,English
508943,English
508943,Italian
1130053,English
991610,Dutch
254128,English
624860,English
383634,Japanese
438148,English
1269732,Mandarin
93456,English
93456,Spanish
616037,English
678512,English
678512,Spanish
112160,French
310,English
45243,English
45243,Thai
1114738,English
1359227,English
259316,English
884605,English
884605,Portuguese
884605,Spanish
68721,English
720321,English
82675,English
82675,Turkish
82675,Arabic
1078374,Mandarin
381284,English
37135,English
1207830,Danish
1207830,English
11970,English
11970,Spanish
11970,Greek
14574,English
14574,German
32657,English
77338,English
77338,French
6977,English
6977,Spanish
329505,Italian
284052,English
949,English
949,Spanish
857,Czech
857,German
857,English
857,French
19913,English
19913,French
19913,Swedish
585511,English
930600,English
959098,French
62835,English
62835,Spanish
26338,English
26338,French
927342,Tamil
670,Korean
1279947,English
57800,English
4951,English
4951,French
948549,English
257344,English
677179,English
677179,Spanish
640,English
640,French
47971,English
10402,English
600,English
600,Vietnamese
107257,English
838209,Korean
838209,English
838209,Japanese
1414272,Tagalog
188161,English
76492,English
270946,English
350,English
350,French
9023,Spanish
9023,English
338953,English
13186,English
277834,English
44214,English
44214,French
44214,Italian
1924,English
578,English
420809,English
19173,Spanish
341174,English
8920,English
545609,Bengali
545609,English
545609,Hindi
333339,English
310131,English
140300,English
89,Arabic
89,English
89,German
89,Greek
82690,English
796,English
8871,English
1120911,English
564,English
564,Arabic
614409,English
614409,Korean
1025596,English
718930,Japanese
718930,English
718930,Russian
718930,Spanish
1495,Arabic
1495,English
1495,Italian
1495,Latin
335787,English
335787,Spanish
345,English
2105,English
108450,Italian
1151534,Spanish
286217,English
286217,Mandarin
8363,English
109428,English
109428,Welsh
10195,English
232672,English
4248,English
1154215,French
24021,English
70981,Gaelic
70981,English
242,English
242,Italian
242,German
242,Latin
1262983,French
1402719,Spanish
1091181,French
381288,English
920,English
920,Italian
920,Japanese
920,Yiddish
181812,English
347201,Japanese
1190868,English
38575,Mandarin
38575,English
1097870,English
110415,English
110415,French
110415,Japanese
110415,Korean
481871,Korean
1134433,Thai
932086,Mandarin
932086,English
932086,Navajo
565770,English
565770,Portuguese
565770,Spanish
18240,English
420817,English
9479,English
1003596,English
73861,Bosnian
73861,English
73861,Croatian
73861,Serbo-Croatian
73861,Serbian
529203,English
503919,English
38700,English
38700,Spanish
35,English
73723,English
744,English
124905,English
124905,Japanese
124905,Tagalog
1096342,English
294254,English
262500,English
1152624,English
785084,English
23823,English
500664,English
338676,English
1388808,English
1607,English
1607,Italian
374720,English
374720,French
374720,German
297762,German
297762,English
785542,English
14161,Mandarin
14161,English
14161,French
14161,German
14161,Hindi
14161,Italian
14161,Latin
14161,Portuguese
14161,Russian
14161,Spanish
14161,Tibetan
1280655,English
4256,English
900667,Japanese
459003,Ukrainian
788,English
385128,English
385128,French
385128,German
385128,Spanish
390845,Korean
166426,English
34851,English
34851,Spanish
34851,Russian
1211483,English
98566,English
1177623,Malayalam
476669,English
336843,English
4011,English
729165,English
8392,Japanese
943344,Mandarin
618588,English
49444,English
11836,English
157350,English
1304594,Spanish
976576,French
976576,English
976576,Mandarin
1014590,English
16859,Japanese
339403,English
360920,English
147441,English
412117,English
198184,English
50646,English
413846,English
955916,English
955916,Spanish
955916,Italian
1192195,French
1562,English
1091267,English
1091267,Italian
1255616,Spanish
1155281,Mandarin
801688,Telugu
524434,Arabic
524434,English
524434,Hindi
524434,Latin
524434,Spanish
1734,English
1734,Arabic
1234811,English
1234811,Spanish
270303,English
1064375,English
7485,English
839493,Japanese
466420,English
466420,French
466420,Latin
240832,Mandarin
240832,English
240832,French
240832,Spanish
240832,Korean
1061474,English
1140535,English
245891,Hungarian
245891,English
245891,Russian
1252428,Mandarin
493529,English
1154864,Spanish
7131,English
7131,Latin
1076364,English
1270880,English
7555,English
7555,Burmese
7555,Thai
2501,English
2501,French
2501,German
2501,Dutch
2501,Italian
346364,English
950,English
345887,Arabic
345887,English
345887,French
345887,Hebrew
345887,Spanish
345887,Turkish
103,English
103,Spanish
1052280,English
23168,English
176,English
272,English
272,Urdu
272,Mandarin
560016,Hindi
560016,English
1209217,Japanese
1118028,Spanish
1949,English
312221,English
312221,Spanish
197,English
197,French
197,Latin
197,Gaelic
1071215,English
335797,English
1010600,English
5174,Latin
5174,English
5174,French
5174,Japanese
5174,Mandarin
1427,English
615457,English
615457,Russian
615457,Spanish
14347,English
14347,Portuguese
9487,English
441168,English
848326,English
630586,English
506574,English
464052,English
1284004,English
119450,English
1369,English
1369,Vietnamese
459151,English
758323,German
758323,Spanish
758323,Fulah
758323,English
758323,Italian
758323,Latin
758323,Portuguese
474350,English
10229,English
400155,English
22683,English
343611,English
263115,English
263115,Spanish
238636,English
799766,English
49519,English
109439,English
787,English
787,Spanish
624091,Javanese
624091,Indonesian
1087388,English
640146,English
1049948,English
335,English
173705,Japanese
639933,English
639933,Icelandic
6404,English
6404,Romanian
6404,German
454983,English
760104,English
976893,English
976893,Japanese
1417,Spanish
273248,Spanish
273248,English
799379,Korean
799379,English
799379,Japanese
1008409,English
6114,Latin
6114,Romanian
6114,Bulgarian
6114,Greek
6114,English
389,English
539537,English
184315,English
406990,English
521029,English
1308546,English
251,English
966220,Ukrainian
966220,Russian
966220,Spanish
1209288,English
577922,English
577922,Estonian
694943,Korean
80321,English
78,English
78,German
78,Cantonese
78,Japanese
78,Hungarian
1102493,English
297761,English
297761,Japanese
297761,Spanish
278927,English
1413717,Spanish
1024127,English
423204,English
934433,English
1016121,French
1016121,English
18239,English
18239,Italian
247136,Japanese
1271,English
1359,English
1359,Spanish
1359,Cantonese
1265,English
249397,English
774825,English
346648,English
27098,German
27098,Swedish
27098,English
848538,English
1171462,Japanese
932420,English
635910,English
635910,Russian
353486,English
896151,English
346910,English
13475,English
2454,English
128,Japanese
11453,English
1317218,English
177677,German
177677,English
177677,Swedish
257211,English
530915,English
530915,French
530915,German
1078600,English
835113,English
660982,English
1724,Portuguese
1724,Spanish
1724,English
514847,Arabic
514847,Croatian
514847,English
841,English
423,English
423,German
423,Polish
423,Russian
9030,Spanish
9030,English
74,English
101299,English
870404,English
611014,Ukrainian
935271,English
36728,Japanese
205584,English
956,German
956,English
956,Italian
956,Mandarin
956,Czech
956,Cantonese
554596,Spanish
807172,English
807172,Haitian; Haitian Creole
807172,Latin
807172,Portuguese
158852,English
1091,English
1091,Norwegian
933131,Korean
62,English
62,Russian
56292,English
56292,Russian
56292,French
56292,Arabic
56292,Swedish
440,English
637,English
637,Czech
637,Italian
637,German
1023922,English
1281826,English
604,English
604,French
126889,English
126889,German
118249,English
594767,English
194,French
194,Russian
9737,English
1300962,English
125509,English
1008953,English
1303236,Mandarin
1253971,English
1029955,English
473924,Korean
419430,English
704673,English
343668,Swedish
343668,English
343668,Italian
28178,English
28178,Japanese
405774,English
836225,Spanish
836225,English
1083862,English
1139829,English
1010161,English
1105407,English
1105407,Spanish
745881,Thai
974036,German
974036,English
11362,English
11362,Italian
11362,Spanish
141,English
1047041,Japanese
27578,English
27578,Spanish
820609,No Language
26466,English
13313,English
5175,Cantonese
5175,English
5175,Mandarin
906126,Spanish
162,English
1093995,English
897087,English
49521,English
7980,English
28468,Italian
1088563,German
242582,English
629542,English
10184,English
975022,English
3050,English
228794,Italian
76338,English
602,English
274857,English
265339,Spanish
206487,English
12092,English
38234,English
316029,English
105864,English
619264,Spanish
50546,English
607,English
607,Spanish
260513,English
675445,English
10201,Estonian
10201,English
10201,Korean
77,English
308266,Albanian
308266,English
308266,Arabic
308266,Romanian
615777,Cantonese
615777,English
615777,Spanish
250546,English
4108,English
4108,French
4108,Mandarin
378064,Japanese
593643,English
593643,Spanish
396422,English
396422,Spanish
621,English
672322,Japanese
920342,Mandarin
242224,English
858017,English
281338,English
480530,English
480530,Russian
72105,English
53182,English
1038392,English
400535,English
400535,Spanish
277217,English
1239146,English
562,English
562,German
562,Italian
1144911,English
930094,Spanish
930094,English
159824,English
10527,English
10527,Italian
273481,Spanish
273481,English
278924,Bulgarian
278924,English
533,English
13194,English
1372665,Spanish
122906,English
207,English
207,Latin
184345,English
673593,English
2251,English
2251,French
60898,Cantonese
62211,English
481848,English
9471,English
9471,Mandarin
9471,Spanish
1262299,Spanish
28,Khmer
28,English
28,French
28,Vietnamese
10528,English
10528,French
36557,English
36557,French
936245,Korean
263472,Spanish
263472,English
1050035,Japanese
976830,French
4922,English
10009,Croatian
10009,English
10009,Inuktitut
14324,English
14324,Russian
246655,Arabic
246655,English
246655,German
246655,Polish
246655,Russian
246655,Swahili
59440,English
44896,English
568160,Japanese
1771,French
1771,Norwegian
1771,English
614930,English
614930,Mandarin
1016346,Bengali
1016346,English
43347,English
127585,English
127585,French
127585,Russian
127585,Vietnamese
195589,English
46853,Italian
75656,French
75656,English
45890,Italian
138103,English
665,English
524047,English
427641,English
427641,Spanish
752623,English
752623,French
752623,Latin
752623,Portuguese
752623,Spanish
901060,English
1321476,Portuguese
1311031,Japanese
300668,English
810693,Japanese
377,English
10882,English
802219,English
802219,French
676,French
676,English
676,Japanese
118406,Japanese
1012201,Japanese
116745,English
116745,Icelandic
116745,Spanish
1059264,English
756999,English
756999,Portuguese
756999,Spanish
512195,English
512195,Indonesian
512195,Italian
512195,Russian
512195,Spanish
629,Spanish
629,English
629,French
629,Hungarian
131634,English
4523,English
451048,Italian
451048,Spanish
451048,German
451048,French
451048,Polish
451048,Portuguese
451048,Latin
451048,English
75780,English
924,English
762430,English
762430,German
838240,No Language
832964,English
832964,French
11351,English
81188,French
81188,English
820232,Japanese
945675,Mandarin
1014661,English
1285282,Thai
1278,French
1278,English
1001835,English
10140,English
1891,English
1203724,Spanish
95,English
95,Russian
516632,English
81481,Korean
12429,Japanese
254,English
38055,English
299537,English
971606,English
82507,English
82507,Portuguese
82507,French
82507,Breton
181533,English
1621,English
46195,English
46195,Portuguese
509,English
626412,English
626412,Korean
268896,English
10607,English
10607,Spanish
161,Italian
161,English
49529,English
745,Latin
745,Spanish
745,English
3175,German
3175,French
3175,English
1137205,English
581392,English
581392,Korean
325358,English
325358,Italian
531219,English
49530,English
372049,Korean
877703,English
1002088,Korean
217,English
217,German
217,Russian
206647,French
206647,English
206647,Spanish
206647,Italian
206647,German
36647,Russian
36647,English
9509,English
9509,Spanish
1061990,Japanese
8467,English
14128,English
323260,Cantonese
107,English
107,Russian
117251,English
117251,Russian
956842,English
1205025,Tagalog
779782,German
779782,English
779782,French
5255,English
915935,English
915935,French
915935,German
8835,English
8329,Japanese
8329,Spanish
916433,English
117263,English
117263,Korean
1143128,English
954,English
954,French
954,Czech
10483,English
2832,English
72545,English
996821,English
1391,Spanish
205587,English
337401,English
14258,Korean
2024,English
339964,French
339964,English
278154,English
487616,French
11430,English
86331,French
1824,English
72559,English
10830,English
73456,English
57214,English
682075,English
682075,Italian
1087192,English
522938,English
522938,Spanish
899082,English
19994,Spanish
19994,English
11013,English
1368,English
519465,Danish
519465,Swedish
5879,Japanese
1094844,English
286687,Korean
397243,English
646315,Korean
989730,Japanese
61791,English
400160,English
520758,English
1040148,English
605722,English
626332,English
626332,Spanish
49018,English
1046090,Cantonese
1046090,Mandarin
1200801,English
505526,Japanese
522627,English
1155058,English
220289,English
280002,English
274855,English
1141182,English
411088,Spanish
1059064,English
770,English
9475,English
2135,English
296,English
502235,Korean
9880,English
404368,English
495764,English
1028196,English
845783,English
293167,English
293167,Vietnamese
400928,English
912916,English
1267,English
1158915,English
1158915,Mandarin
700391,English
258230,English
1954,English
979,English
979,French
979,Italian
979,Spanish
10545,Latin
10545,English
22803,English
4257,English
1572,English
1572,German
1572,Romanian
9340,English
9340,Italian
9340,Spanish
9340,Cantonese
311,English
311,French
311,Hebrew
311,Italian
311,Yiddish
76617,English
739547,English
9297,English
2428,English
1119106,Japanese
22881,English
661374,English
265208,English
297270,English
1405170,English
1405170,Yoruba
534,English
534,Italian
40348,English
40348,Italian
37136,English
501170,English
1264429,Indonesian
9325,English
522924,Spanish
522924,English
522924,Italian
9769,English
581726,English
581726,Arabic
581726,Indonesian
581726,Italian
581726,Japanese
581726,Russian
581726,Spanish
581726,Tibetan
176241,English
9919,English
882059,English
9603,Spanish
9603,English
283366,English
702936,English
702936,Japanese
254470,English
570670,English
527641,English
527641,French
527641,Spanish
52629,Spanish
614479,English
871,English
359724,French
359724,Japanese
359724,Italian
359724,English
22970,English
22970,Japanese
567609,English
646389,English
646389,Turkish
1100988,English
9532,English
9532,French
536554,English
1086591,Japanese
9837,Hebrew
9837,English
10555,English
83533,English
1181548,English
1232827,Danish
3170,English
37724,English
795514,English
1329912,English
601,English
256274,English
2048,English
71552,English
937249,English
937249,Portuguese
1337395,Tagalog
966,English
966,Spanish
579974,English
579974,Telugu
1135869,Indonesian
13053,English
987686,English
930564,English
1012148,English
12230,English
1571,English
1571,Italian
1571,French
1309923,Spanish
967,English
115290,English
6477,English
6477,Spanish
6477,French
6477,Japanese
15255,English
258509,English
152601,English
10340,English
1234821,English
829402,English
829402,Japanese
417859,Spanish
417859,English
75624,Japanese
804406,English
726209,English
726209,Spanish
491480,English
491480,Chichewa; Nyanja
296099,English
4824,English
4824,Russian
196867,English
619803,Korean
619803,English
845111,English
845111,French
510,English
24238,English
24238,Yiddish
806368,English
901563,French
901563,Dutch
118340,English
324558,English
10693,English
318256,English
1308821,Tagalog
1813,Cantonese
1813,French
1813,English
1813,Spanish
1813,Italian
1305194,Spanish
1366,English
406759,Mandarin
406759,French
406759,English
1141700,English
419743,English
419743,Hebrew
346,Japanese
634528,English
634528,Spanish
64688,English
6844,English
508,English
508,French
508,Portuguese
1593,English
1593,Italian
1593,Hebrew
8275,English
1082195,English
839369,English
2019,English
13002,English
331482,French
331482,English
100402,English
717930,English
46738,French
46738,Arabic
46738,English
9090,Spanish
9090,English
424783,English
441282,English
7220,English
447404,English
1104171,English
7443,English
799155,Hindi
763285,English
828613,English
531428,Italian
531428,French
330459,English
345938,English
402900,English
402900,German
1290697,Danish
762975,English
388,English
388,Albanian
747,English
121514,Italian
503736,English
503736,German
503736,Spanish
310307,English
442249,English
9323,Japanese
137,English
137,French
137,Italian
1027073,English
13448,English
13448,Italian
13448,Latin
13448,French
13448,German
13448,Mandarin
8961,English
8961,Spanish
