adult,backdrop_path,belongs_to_collection,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,/9mJ9dxCGpudxyBtlC0M9Y4pTyXN.jpg,The Wild Robot Collection,78000000,https://www.thewildrobotmovie.com,1184918,tt29623480,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",877.206,/9w0Vh9eizfBXrcomiaFWTIPdboo.jpg,2024-09-12,324816010,102,Released,Discover your true nature.,The Wild Robot,False,8.36,4117
False,/au3o84ub27qTZiMiEc9UYzN74V3.jpg,False,18000000,https://www.elevationmovie.com,1035048,tt23558280,en,Elevation,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,850.024,/tnfc0NJ3BzhJrGJhkkEd6MHBdq5.jpg,2024-11-07,3300000,91,Released,Don't go down without a fight.,Elevation,False,6.3,376
False,/i3CAo9UMGsvlU9k3Svd63rRDeZx.jpg,False,4350000,http://adamelliot.com.au/,1064486,tt23770030,en,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",844.764,/lWh5OlerPR1c1cfn1ZLq0lpqFds.jpg,2024-10-17,1189972,94,Released,"Life can only be understood backwards, but we have to live it forwards.",Memoir of a Snail,False,7.676,108
False,/k24eZq5I3jyz4htPkZCRpnUmBzE.jpg,Fault Collection,0,https://www.amazon.com/dp/B0DJ1L7ZN3,1156593,tt28510079,es,Culpa tuya,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,819.363,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg,2024-12-26,0,118,Released,Divided by family. Driven by love.,Your Fault,False,7.171,942
False,/b3mdmjYTEL70j7nuXATUAD9qgu4.jpg,False,3500000,https://flow.movie/,823219,tt4772188,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",817.351,/imKSymKBK7o73sajciEmndJoVkR.jpg,2024-08-29,11019823,85,Released,,Flow,False,8.4,916
False,/ag66gJCiZ06q1GSJuQlhGLi3Udx.jpg,False,10000000,https://a24films.com/films/heretic,1138194,tt28015403,en,Heretic,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",762.939,/5HJqjCTcaE1TFwnNh3Dn21be2es.jpg,2024-10-31,51913394,111,Released,Question everything.,Heretic,False,7.163,972
False,/kylozAI9Rf1pp7pZ8nFPK4s1s5n.jpg,False,0,https://www.sololevelingreawakening.com,1357633,tt33428606,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",745.012,/uzHMp5heVLR68kbbUEXFPsmxYsM.jpg,2024-11-26,4150341,116,Released,,Solo Leveling -ReAwakening-,False,7.0,86
False,/hSuDBuToaEAF4NhHR4haZPw3xN2.jpg,False,0,,1075789,tt10583416,en,The Ballad of Davy Crockett,"In 1815, an American Legend, whose wife has fallen deathly ill, leaving his young children to survive on their own, must fight his way back to them across the many perils found in the Savage Lands of the wild frontier.",681.024,/r3eg88OcnLcCihQdaW3IAOlui4F.jpg,2024-03-08,0,96,Released,,The Ballad of Davy Crockett,False,4.0,8
False,/dWkdmxIkH9y23s9v1PjQFhTGIwo.jpg,False,35954590,,1043905,tt23872640,en,Dirty Angels,"During the United States' 2021 withdrawal from Afghanistan, a group of female soldiers posing as medical relief are sent back in to rescue a group of kidnapped teenagers caught between ISIS and the Taliban.",664.498,/3O3qSGmjRGc10hMwFul8WDxKE5t.jpg,2024-12-11,0,104,Released,Fight Your Way Out.,Dirty Angels,False,6.307,166
False,/bx6LoGl8L3hwgOCoD2H8JgIu7uC.jpg,Eye for an Eye Collection,0,,1235623,tt30972810,zh,目中无人 2,"The blind swordsman, skilled in martial arts, named Cheng Xiazi (Xie Miao), accidentally saves Zhang Xiaoyu (Yang Enyou), who has suffered from the destruction of his family. Under the persuasion of the orphan Xiaoyu, Cheng reluctantly keeps him by his side and teaches him skills. Xiaoyu also waits for the opportunity to seek revenge.",652.422,/lxGkinl8TwFdIUffEdTOw95lKL7.jpg,2024-07-21,0,90,Released,,Eye for an Eye 2,False,7.063,16
False,/2ICMZZVcwboF8Z9V7aaJY3CVh9w.jpg,False,20000000,https://www.searchlightpictures.com/nightbitch,728949,tt12810074,en,Nightbitch,"A woman, thrown into the stay-at-home routine of raising a toddler in the suburbs, slowly embraces the feral power deeply rooted in motherhood, as she becomes increasingly aware of the bizarre and undeniable signs that she may be turning into a dog.",633.433,/h49Pie8gM2jK0UHGFRjfPB3YTd.jpg,2024-12-06,170737,99,Released,Motherhood is a bitch.,Nightbitch,False,6.1,127
False,/by8z9Fe8y7p4jo2YlW2SZDnptyT.jpg,Deadpool Collection,200000000,https://www.marvel.com/movies/deadpool-and-wolverine,533535,tt6263850,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",626.628,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,1338073645,128,Released,Come together.,Deadpool & Wolverine,False,7.633,6516
False,/uFMIiNYUDHzo7YGSg5UUR7VLNma.jpg,False,0,,1278099,tt24516018,es,El candidato honesto,"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?",617.366,/hmV5HPkbQuzgPo11Xm70CMQV3iZ.jpg,2024-08-08,0,95,Released,,El Candidato Honesto,False,7.0,78
False,/7bIWKyWdT04HTY3PqLETT8CH7jo.jpg,False,30000000,https://flixerhd.com/,974453,tt8337290,en,Absolution,"An aging ex-boxer gangster working as muscle for a Boston crime boss receives an upsetting diagnosis.  Despite a faltering memory, he attempts to rectify the sins of his past and reconnect with his estranged children. He is determined to leave a positive legacy for his grandson, but the criminal underworld isn’t done with him and won’t loosen their grip willingly.",615.396,/2MeQG5Vq8rUnRAa463BZe5GNhVk.jpg,2024-10-31,3854594,112,Released,Everyone pays in the end.,Absolution,False,5.8,283
False,/4cp40IyTpFfsT2IKpl0YlUkMBIR.jpg,False,6000000,https://anora.film,1064213,tt28607951,en,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",610.937,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,2024-10-14,33516549,139,Released,Love is a hustle.,Anora,False,7.0,844
False,/rhc8Mtuo3Kh8CndnlmTNMF8o9pU.jpg,False,47000000,https://www.netflix.com/title/81476963,1005331,tt21382296,en,Carry-On,An airport security officer races to outsmart a mysterious traveler forcing him to let a dangerous item slip onto a Christmas Eve flight.,607.675,/sjMN7DRi4sGiledsmllEw5HJjPy.jpg,2024-12-05,0,120,Released,"Every holiday season, millions travel safely by air. This Christmas will be different.",Carry-On,False,6.926,1778
False,/h3fwlwHotd3JfV13HdW0mxDcxPD.jpg,False,0,https://tubitv.com/movies/100028262/sidelined-the-qb-and-me,957119,tt19704542,en,Sidelined: The QB and Me,"Dallas, a burdened but headstrong dancer, is determined to get into the best dance school in the country—her late mother’s alma mater. However, that dream is suddenly derailed when the cheeky yet secretly grieving football star, Drayton, crashes into her life with a unique story of his own. Will the two of them be able to grow into their dreams together, or will their dreams be sidelined?",593.043,/1oV2rq7PEuKILrBd9vBL9bChRYf.jpg,2025-02-06,0,99,Released,Prepare to catch feelings.,Sidelined: The QB and Me,False,0.0,0
False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,Fault Collection,0,https://afdah.live/,1010581,tt21909764,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",549.577,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,0,117,Released,Love can only survive in the shadow of secrets.,My Fault,False,7.878,3445
False,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,Despicable Me Collection,100000000,https://www.despicable.me,519182,tt7510222,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",545.622,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,969280910,94,Released,Things just got a little more despicable.,Despicable Me 4,False,7.066,2469
False,/haX32ZQxOgDWcJO5sTiTUEE1Ulr.jpg,False,0,,1388694,tt30292390,de,Sebastian Fitzeks Der Heimweg,"Klara is going to die today unless she kills her husband instead. The Calendar Killer has given her that impossible choice. When Jules starts his night shift at a telephone safety helpline for lonely women on their way home, Klara's call reaches him. He soon becomes her last hope for survival and races against time to save her.",535.602,/bnciRmZZSdyqp7HcrAwNG0mObaP.jpg,2025-01-15,0,94,Released,,The Calendar Killer,False,6.3,111
False,,False,0,,1252309,tt31723358,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",529.429,/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg,2024-11-29,0,0,Released,,Ask Me What You Want,False,6.385,52
False,/eP4RZSHliWu6lPT5WQyHr5ZZKuC.jpg,False,80000000,https://www.20thcenturystudios.com/movies/alien-romulus,945961,tt18412256,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",523.112,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,2024-08-13,350865342,119,Released,"In space, no one can hear you.",Alien: Romulus,False,7.2,3145
False,/htMKNsBtUhtcqEFk8DHcpkGgaKu.jpg,False,0,https://www.netflix.com/title/81922471,1412113,,ko,Squid Game: Making Season 2,"Get exclusive interviews with actors and directors about how season 2 of the world's most watched series was brought to life, from set design to character development.",521.284,/zBxRY5qbwyVHzv72OSshrb0Dob5.jpg,2025-01-02,0,28,Released,,Squid Game: Making Season 2,False,8.519,134
False,/iR79ciqhtaZ9BE7YFA1HpCHQgX4.jpg,Smile Collection,28000000,https://www.smile.movie,1100782,tt29268110,en,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",513.61,/ht8Uv9QPv9y7K0RvUyJIaXOZTfd.jpg,2024-10-16,138083280,127,Released,It's the last thing you'll see.,Smile 2,False,6.6,1224
False,/rZmijM6poWf1nNItkZZ8H3gMkX7.jpg,Miraculous World,0,,1147416,tt13701202,fr,"Miraculous World : Londres, la course contre le temps","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time. Who is this new supervillain, and why are they obsessed with exposing Marinette's secret superhero identity? Marinette's only hope is to defeat her new opponent to prevent the end of Ladybug and time itself!",500.903,/6AtoMpHvs9pxd30KsyK8QmJ9W9M.jpg,2024-11-14,0,50,Released,,"Miraculous World, London: At the Edge of Time",False,7.8,134
False,/lTYGtgDRygku7iiFLWyiEc4wLzz.jpg,False,0,https://nostromopictures.com/en/movies/coming-soon/apocalipsis-z-el-principio-del-fin,1118031,tt27599851,es,Apocalipsis Z: el principio del fin,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",498.287,/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,2024-10-04,500000,119,Released,The beginning of the end has arrived.,Apocalypse Z: The Beginning of the End,False,6.846,875
False,/qJUi08RHf2TVKNvvkhc07MJJiJt.jpg,False,0,https://www.wwe.com/shows/snme/2024,1397347,tt33397662,en,Saturday Night's Main Event XXXVII,"Undisputed WWE Champion Cody Rhodes will go head-to-head with Kevin Owens as Saturday Night's Main Event returns to NBC. Plus World Tag Team Champion Finn Bálor will face ""The Ring General"" Gunther for the World Heavyweight Title. The Women's World Championship will be on the line when Liv Morgan defends her title against IYO SKY.",483.58,/4wVEOOX8VEGWwEuuIWuN3XT1Avq.jpg,2024-12-14,0,82,Released,Saturday Night's Main Event 2024,Saturday Night's Main Event XXXVII,False,6.7,11
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,Inside Out Collection,200000000,https://movies.disney.com/inside-out-2,1022789,tt22022452,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",479.502,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,1698778437,97,Released,Make room for new emotions.,Inside Out 2,False,7.569,5420
False,/AuV99eQivVWuk2AOSM6hYh9QRPQ.jpg,The Chronicles of Narnia Collection,180000000,,411,tt0363771,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",462.013,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,2005-12-07,745013115,143,Released,The beloved masterpiece comes to life.,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",False,7.135,10735
False,/uLqNGzJwnj8JKkKuRM2dHWJKCtc.jpg,False,12000000,,1029235,tt22173666,en,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",451.038,/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,2024-09-27,631272,86,Released,"Many years after the rapture… Among the survivors, some are driven to renounce their sin of Speech.",Azrael,False,6.0,189
False,/8wwXPG22aNMpPGuXnfm3galoxbI.jpg,Sonic the Hedgehog Collection,110000000,https://www.paramountmovies.com/movies/sonic-the-hedgehog-2,675353,tt12412888,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",446.419,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,405421518,123,Released,Welcome to the next level.,Sonic the Hedgehog 2,False,7.489,5243
False,/dMloNvayweggmvv0UD0iOJIkkbH.jpg,False,0,https://www.netflix.com/title/81752951,1261501,tt32138452,fr,Ad Vitam,"When he and his pregnant wife are attacked in their home, a former elite agent becomes trapped in a deadly manhunt tied to his own painful past.",442.41,/8qJfjFhNwpTONNAoE6gUSx2yGpg.jpg,2025-01-09,0,97,Released,,Ad Vitam,False,6.4,229
False,/u8VBaEESHAAc5tDWFc8IjXHw1eC.jpg,False,0,,936621,,ko,물오징어6969,"Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them.",439.407,/dgSR6qBiQSqaa9QfSMiODAEOF3O.jpg,2022-01-27,0,74,Released,,Sex Game 6969,False,5.333,18
False,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,False,26885000,https://www.netflix.com/title/81901696,974950,tt20221436,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",421.741,/7seqaCaaXDNUHOx4DqwpoOH8pPa.jpg,2024-08-21,9784656,132,Released,Passion has a new name.,Emilia Pérez,False,7.546,976
False,/A28EE0vgHrB0OdoxWWMfgfyEoYn.jpg,Ferry Collection,0,https://www.netflix.com/title/81674409,1276945,tt30021427,nl,Ferry 2,"After losing his drug empire, Ferry Bouman has found a measure of peace away from Brabant's criminal underworld — until his past catches up to him.",411.403,/8pwdnL3pEISIN1EGmwZzU6hpNVk.jpg,2024-12-19,0,94,Released,,Ferry 2,False,5.8,94
False,/nJ0MYqTTZg4gk7fgVgIfAWJN4ZQ.jpg,False,0,,1276210,tt24695266,es,Estación Rocafort,"Laura has recently started working in the Barcelona subway. She has been assigned the old and quiet Rocafort station, but it won't be long before she discovers that this stop harbors a legend that will begin to haunt her: many people have died there in strange circumstances over the years and no one seems to be interested in knowing the truth.",409.738,/fCjSwkDHYHib2jNNyhcuIO8d8jw.jpg,2024-08-30,0,89,Released,The hidden legend of the Barcelona subway.,Last Stop: Rocafort St.,False,5.371,31
False,/nxZDr6UZIhgYJev4yUzWTPZXQ3G.jpg,False,0,,1101448,tt3864060,en,Unstoppable,"Unstoppable is the inspiring true story of Anthony Robles who was born with one leg but whose unbreakable resolve empowered him to defy the odds and pursue his dreams. With the unwavering love and support of his devoted mother and the encouragement of his coaches, Anthony fights through adversity to earn a spot on the Arizona State Wrestling team on his quest to become an NCAA Champion.",407.381,/xanYKxuFkDPrMngvm1NSHVGOEjS.jpg,2024-12-06,0,123,Released,Never give up.,Unstoppable,False,3.9,96
False,/ovt5KdS1oNwXkFPsgymhMoKvxKa.jpg,False,0,https://www.bbc.co.uk/programmes/m0022179,929204,tt17163970,en,Wallace & Gromit: Vengeance Most Fowl,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",404.894,/6BxK38ehxuX2dJmZIMpJcVNbYks.jpg,2024-12-18,191452,79,Released,New friends. Old enemies.,Wallace & Gromit: Vengeance Most Fowl,False,7.682,294
False,/18TSJF1WLA4CkymvVUcKDBwUJ9F.jpg,Terrifier Collection,2000000,https://terrifier3.com/,1034541,tt27911000,en,Terrifier 3,"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",403.815,/ju10W5gl3PPK3b7TjEmVOZap51I.jpg,2024-10-09,89771811,125,Released,Prepare to be terrified again.,Terrifier 3,False,6.88,1416
False,/9REO1DLpmwhrBJY3mYW5eVxkXFM.jpg,False,165000000,http://www.interstellarmovie.net/,157336,tt0816692,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,384.105,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,701729206,169,Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,False,8.449,36277
False,/lu4khHVh8ZF9AbaxW26pp4yLubb.jpg,False,0,https://www.netflix.com/title/81985477,1408248,,xx,오징어 게임: 벽난로,"Come share a toast in the Front Man's lair — but tread carefully, for you’re playing with fire.",383.629,/wzWcY5MMJaezP4niGmmpdvluvaZ.jpg,2024-12-12,0,60,Released,,Squid Game: Fireplace,False,6.0,30
False,/zViRwl3ySscZnbXZJ2Q9wq3SeUG.jpg,False,75000000,https://www.transformersmovie.com,698687,tt8864596,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",361.138,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,2024-08-14,128888103,104,Released,Witness the origin.,Transformers One,False,8.099,1043
False,/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,False,0,,259872,tt1852099,nl,Des jours plus belles que la nuit,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",359.021,/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,2010-02-19,0,60,Released,,Skin. Like. Sun.,False,6.5,31
False,/zGLQmrmIB56kMZPnzqReIOBay1B.jpg,False,30000000,https://www.thekillersgame.movie/,507241,tt0327785,en,The Killer's Game,"When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late.",354.908,/4bKlTeOUr5AKrLky8mwWvlQqyVd.jpg,2024-09-12,5928351,104,Released,Winning is all in the execution.,The Killer's Game,False,6.5,252
False,/5AsIFZ2AJC7JcGpq40aRPuRuaRc.jpg,False,0,,1241752,tt31589922,tl,Rita,"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",351.177,/grIFQLXXwQmjvYYfXVXCgGTMUWw.jpg,2024-03-22,0,113,Released,,Rita,False,6.2,8
False,/yrDVPArD1OY0P9jFfNB1UdHIi7L.jpg,False,0,,1179051,tt35330349,pt,Missão Porto Seguro,"In order to get evidence for her case and dismantle a criminal organization, an uptight undercover cop crashes a high school graduation trip to a party-heavy beach in Brazil.",348.625,/dcoc4C57lCpAzBr2qojFjRCKO9E.jpg,2025-01-17,0,86,Released,,Undercover Party Crasher,False,6.188,8
False,/wwARk7hRIfHfh2n2ubN6N7lvTne.jpg,False,25000000,https://www.wolfmanmovie.com,710295,tt4216984,en,Wolf Man,"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they're attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.",345.581,/tUtuMtC6oaRXr4x2B5Xi6ABdMCv.jpg,2025-01-15,27661000,103,Released,Protect your own.,Wolf Man,False,6.5,93
False,/evFChfYeD2LqobEJf8iQsrYcGTw.jpg,False,11500000,,1182387,tt29252358,en,Armor,"Armored truck security guard James Brody is working with his son Casey transporting millions of dollars between banks when a team of thieves led by Rook orchestrate a takeover of their truck to seize the riches. Following a violent car chase, Rook soon has the armored truck surrounded and James and Casey find themselves cornered onto a decrepit bridge.",342.4,/pnXLFioDeftqjlCVlRmXvIdMsdP.jpg,2024-10-30,0,89,Released,On the bridge of death.,Armor,False,5.462,145
False,/9s9o9RT9Yj6nDuRJjnJm78WFoFl.jpg,False,0,https://afdah2.com/,1051896,tt22939186,en,Arcadian,"In the near future, on a decimated Earth, Paul and his twin sons face terror at night when ferocious creatures awaken. When Paul is nearly killed, the boys come up with a plan for survival, using everything their father taught them to keep him alive.",339.488,/spWV1eRzlDxvai8LbxwAWR0Vst4.jpg,2024-04-12,859453,92,Released,Family is stronger than fear.,Arcadian,False,6.125,573
False,/a3PBAmXUXuazAzr83WNzRaBS33I.jpg,False,14500000,https://flixtor2to.vip/,978796,tt21201300,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",332.353,/53IK9rlZJbwFYbNnJZiLq7UWxkT.jpg,2024-09-20,0,92,Released,He's always closer than you think.,Bagman,False,6.2,183
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,Bad Boys Collection,100000000,https://www.badboys.movie,573435,tt4919268,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",329.509,/oGythE98MYleE6mZlGs5oBGkux1.jpg,2024-06-05,404547819,115,Released,Miami's finest are now its most wanted.,Bad Boys: Ride or Die,False,7.402,2672
False,/sQbFupSWM9wUdPj96NZNUOFSP5.jpg,Largo Winch Collection,17000000,,1000075,tt23049322,fr,Largo Winch: Le prix de l'argent,"Largo Winch, devastated by the kidnapping of his son, realizes that if he finds those responsible for his bankruptcy, maybe he'll see his son again.",327.656,/myS41ZUmFvslkT8LeD2irAKxyrf.jpg,2024-07-31,0,100,Released,,The Price of Money: A Largo Winch Adventure,False,6.5,136
False,/fViElUGfdoZjtnVxvSpJX8TwxY6.jpg,False,0,https://www.searchlightpictures.com/a-real-pain,1013850,tt21823606,en,A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,325.776,/yaTFjMNh8D78dDHrglivOTv5YOx.jpg,2024-11-01,9814110,90,Released,Join the family.,A Real Pain,False,6.9,293
False,/w6MAE6cs8F62iAspnIqwVksAENM.jpg,False,27200000,,1208491,tt17494412,fr,"Zak & Wowo, la légende de Lendarys","At the heart of an imaginary world populated by fantastical creatures and dangerous monsters, the 13 year-old Zak goes in search of his twin brother Kyle, who has disappeared mysteriously. Equipped with a magical jade stone whose superpowers he doesn't yet know how to control, he is joined by his grandmother NaïNaï and Indiana, a beautiful outlaw who can communicate with the world's fantastical creatures. But he is also flanked by Wowo, formerly a 3 meter-tall furry pachyderm, now turned into a tiny, cute and wacky furball by the magical jade stone.",320.563,/tgOq45Aijeup6mqEmOWGzYabaVQ.jpg,2024-04-25,0,85,Released,Welcome to the worlds of LENDARYS,Zak & Wowo: The Legend of Lendarys,False,7.0,3
False,/66nlC5LDZmDUWONGkUZT2BrOszG.jpg,False,20000000,https://www.focusfeatures.com/conclave,974576,tt20215234,en,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",311.354,/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg,2024-10-25,76443243,120,Released,What happens behind these walls will change everything.,Conclave,False,7.038,989
False,/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,Sonic the Hedgehog Collection,85000000,https://www.paramountmovies.com/movies/sonic-the-hedgehog,454626,tt3794354,en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",307.023,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,2020-02-12,319715683,99,Released,A whole new speed of hero.,Sonic the Hedgehog,False,7.3,9704
