movie_id,company_name,country
680,Jersey Films,US
568124,Walt Disney Animation Studios,US
568124,Walt Disney Pictures,US
324786,Summit Entertainment,US
324786,Pandemonium,US
324786,Cross Creek Pictures,US
324786,Permut Presentations,US
324786,Vendian Entertainment,US
324786,Argent Pictures,US
324786,IM Global,US
324786,AI Film,GB
324786,Bliss Media,CN
324786,Kylin Pictures,CN
324786,Cosmos Filmed Entertainment,AU
228150,Columbia Pictures,US
228150,QED International,US
228150,LStar Capital,US
228150,Le Grisbi Productions,US
228150,Crave Films,US
1326059,Dynamo,CO
197158,Dacar Produções Cinematográficas,BR
11036,New Line Cinema,US
11036,Avery Pix,US
11036,Gran Via Productions,US
550,Fox 2000 Pictures,US
550,Regency Enterprises,US
550,The Linson Company,US
550,20th Century Fox,US
550,Taurus Film,DE
150540,Pixar,US
150540,Walt Disney Pictures,US
1087421,Telecinco Cinema,ES
99861,Marvel Studios,US
109445,Walt Disney Pictures,US
109445,Walt Disney Animation Studios,US
962319,Samsa Film,LU
962319,Stenola Productions,BE
962319,Les Films du Losange,FR
962319,Prime Time,BE
962319,VOO,BE
962319,BeTV,BE
962319,RTBF,BE
962319,France 3 Cinéma,FR
962319,Proximus,BE
976573,Walt Disney Pictures,US
976573,Pixar,US
11324,Paramount Pictures,US
11324,Phoenix Pictures,US
11324,Sikelia Productions,US
11324,Appian Way,US
944401,EuropaCorp,FR
944401,LBP,FR
944401,TF1 Films Production,FR
944401,Mediamax Films,US
944401,Kinology,FR
944401,TF1,FR
944401,Canal+,FR
944401,Ciné+,FR
944401,TMC,FR
466282,Awesomeness Films,US
