movie_id,country
1151949,ID
122917,NZ
122917,US
673,GB
14836,US
412656,US
48650,ES
1066262,AU
1066262,NZ
537915,US
1096197,GB
27205,US
27205,GB
923667,HK
746036,US
1329336,US
106646,US
1145028,US
707610,KR
1072790,US
12444,GB
1147400,FR
346698,US
1252470,IN
603,US
354912,US
1306764,PH
1412569,PH
755679,US
299534,US
807,US
156022,US
566525,US
787699,GB
447365,US
1232449,BE
1232449,NL
1404380,IN
809,US
615656,US
335984,US
947891,US
661539,US
1142518,FR
12445,GB
557,US
38757,US
940721,JP
850439,GB
1055110,JP
12,US
675,GB
680,US
568124,US
324786,AU
324786,GB
324786,US
228150,US
1389147,US
1326059,CO
197158,BR
11036,US
587727,KR
550,US
150540,US
1087421,ES
99861,US
109445,US
962319,BE
976573,US
11324,US
944401,FR
466282,US
1255208,US
76341,AU
76341,US
1041613,US
1104844,JP
497,US
546554,US
799583,US
767,GB
937287,US
715287,KR
72190,US
559,US
949484,US
18785,US
1149913,ID
877817,US
8681,FR
592831,US
1726,US
928480,US
324857,US
315635,US
1291559,JP
269509,US
269509,GB
269509,CA
1399914,US
337167,US
1000837,BR
296096,US
581528,KR
851644,KR
916192,JP
882598,US
10192,US
8966,US
424,US
188927,US
240,US
719221,US
968051,US
260346,US
10674,US
10198,US
1022796,US
1029575,US
348,US
10191,US
269149,US
826510,US
507089,US
150689,US
1173558,BR
739405,US
1114894,US
1180634,IT
210577,US
384018,US
170,GB
425,US
1001311,FR
1294203,GB
1139817,KR
1122504,US
129,JP
11,US
78383,US
601796,KR
460229,US
359410,US
293660,US
13,US
588228,US
1041317,CA
1145491,US
337404,US
1387866,ZA
588555,FR
588555,PT
588555,ES
299054,US
1134424,TH
804616,US
804616,FR
804616,GB
1337309,TH
713704,US
168259,US
856289,CN
985939,US
1028703,US
373571,US
567811,GB
863,US
1186947,BR
271110,US
298618,US
615173,KR
1026436,US
1196656,PH
420634,US
1140648,IE
1182047,US
1244492,JP
91314,US
285,US
1355755,US
324552,US
58,US
493922,US
39254,US
38365,US
572802,US
436969,US
49051,US
1209290,US
447277,US
313369,US
1075676,KR
868759,US
1210794,SE
653,DE
438695,US
345940,US
970347,US
146233,US
82702,US
505642,US
321612,US
1239251,US
131631,US
12153,US
11224,US
185664,JP
1865,US
940139,US
634492,US
1930,US
109418,US
10193,US
348893,US
931944,DE
931944,AT
447332,US
613504,US
453395,US
840069,RU
801335,US
914215,CA
791373,US
10681,US
102382,US
475557,US
11688,US
824003,IT
989662,US
1401905,US
259693,US
1230477,JP
4348,GB
901362,US
1315986,US
1387198,TR
766507,US
97697,GB
97697,US
135397,US
106,US
467244,US
575265,US
24,US
68726,US
763215,US
429415,US
351286,US
984324,FR
14160,US
134374,US
1038263,US
1160018,IN
792307,US
111,US
609681,US
1126475,GB
10591,US
1231818,KR
619979,US
831815,US
284054,US
934632,US
881366,GB
490132,US
22705,IT
38,US
980489,US
423108,US
1048241,US
550988,US
520763,US
57224,JP
1127166,IT
4935,JP
783110,KR
508947,US
439079,US
50620,US
744275,US
10144,US
1128650,HK
1128650,CN
810,US
281957,US
1241748,PH
1249532,AU
1026999,PL
1018,US
57158,US
9806,US
893723,CA
893723,US
4247,US
10138,US
527774,US
10020,US
635302,JP
646097,US
244786,US
565426,US
1159775,AR
1086747,US
988078,ES
280180,US
6479,US
13183,US
679,US
820525,US
330457,US
101,FR
508883,JP
704239,US
49013,US
273477,US
118,US
297,US
49026,GB
49026,US
1089123,GB
398818,US
87101,US
496450,FR
807339,US
857598,IN
1032823,US
663712,US
383498,US
460458,US
1124,US
1124,GB
337339,US
12155,US
1057491,RU
218,US
1174618,GB
1037113,US
1079244,BE
1079244,IE
290098,KR
1062807,JP
951491,US
335988,US
1029330,US
967847,US
10625,US
950387,US
4232,US
955555,KR
695721,US
696506,GB
696506,US
585083,US
105,US
614933,US
429617,US
939099,IT
939099,ES
9732,US
12920,US
214756,US
9502,US
317442,JP
646683,US
1413163,US
20982,JP
387824,KR
1008042,AU
399579,US
1103621,TH
882569,US
49046,DE
670292,US
863873,US
530385,US
408,US
190859,US
953,US
166428,US
353491,US
1214484,SE
1224993,KR
854,US
1579,US
205596,US
652,US
1358752,AU
1119550,FR
138832,US
1049574,US
141052,US
11544,US
1191611,AR
744276,US
1075794,US
812,US
37799,US
959092,FR
372058,JP
1225977,US
489,US
301528,US
1062215,US
820530,JP
20352,US
458156,US
5492,US
13683,US
827931,US
697843,US
181808,US
329865,US
840326,FI
698508,US
1233083,ES
711978,KR
561,US
102651,US
694,US
260514,US
937278,US
840430,US
283995,US
280,US
1155089,US
68718,US
7978,US
1186532,US
72808,IT
16869,US
769,US
302946,US
772,US
436270,US
370172,GB
46848,FR
1094556,US
137113,US
869291,DE
869291,US
929563,US
1055192,IN
209112,US
1331344,MX
1311550,NG
114,US
9820,US
61979,ES
1402,US
508442,US
12236,CA
12236,US
1207898,GB
1422,US
1214509,CA
335977,US
1128941,AU
9552,US
1059372,ID
4909,US
4909,GB
207703,GB
37165,US
50014,US
630,US
116149,GB
351523,KR
545611,US
1243381,GB
1243381,US
774370,US
753342,US
974635,US
466272,US
748230,US
9757,US
353081,US
292610,IT
140607,US
50619,US
3933,US
300671,US
1297185,AR
1297185,ES
646385,US
393,US
339846,US
1148741,ES
284053,US
10867,IT
1215185,ES
1225377,CA
399566,US
512200,US
8355,US
497698,US
62177,US
17182,US
18,FR
615,US
2109,US
1094138,US
508943,US
1130053,GB
991610,NL
254128,US
254128,AU
254128,CA
624860,US
383634,JP
438148,US
1269732,CN
93456,US
616037,US
678512,US
112160,FR
310,US
45243,US
1114738,US
1359227,US
259316,GB
259316,US
884605,US
68721,US
720321,US
82675,US
82675,FR
1078374,TW
381284,US
37135,US
1207830,CA
11970,US
14574,GB
14574,US
32657,CA
32657,GB
32657,US
77338,FR
6977,US
329505,IT
284052,US
949,US
857,US
19913,US
585511,US
930600,US
959098,CA
959098,FR
959098,IT
62835,US
26338,FR
927342,IN
670,KR
1279947,GB
57800,US
4951,US
948549,US
257344,US
677179,US
640,US
47971,US
47971,CA
10402,US
600,US
107257,US
838209,KR
1414272,PH
188161,US
76492,US
270946,US
350,US
9023,US
338953,US
338953,GB
13186,US
277834,US
44214,US
1924,US
578,US
420809,US
19173,ES
341174,US
8920,US
545609,US
333339,US
310131,US
140300,US
89,US
82690,US
796,US
8871,US
1120911,US
564,US
614409,US
1025596,US
718930,US
1495,US
1495,GB
335787,US
345,GB
345,US
2105,US
108450,IT
1151534,ES
286217,US
8363,US
109428,US
10195,US
232672,US
4248,CA
4248,US
1154215,FR
24021,US
70981,US
242,US
1262983,FR
1402719,MX
1091181,FR
